entity,entity_label,relation,relation_label,value,value_label,frequency,start_time,end_time
Q50738495,Eitan Ginzburg,P39,position held,Q4047513,Knesset member,A-Few-Months,2019-04-30,2019-10-03
Q110860361,BURGERBELANGEN AMSTELVEEN,P1410,number of seats in assembly,4.0,4.0,A-Few-Months,2010-03-23,2010-05-17
Q349024,Eduard Raul Hellvig,P39,position held,Q27169,Member of the European Parliament,A-Few-Months,2007-01-01,2007-12-09
Q4052067,U-606,P361,part of,Q1527672,5th U-boat Flotilla,A-Few-Months,1942-01-22,1942-08-31
Q110860619,Algemeen Belang Zwijndrecht,P1410,number of seats in assembly,3.0,3.0,A-Few-Months,2009-02-23,2010-04-05
Q138380896,Kristian Nilsen,P2632,place of detention,Q140459442,Åkebergveien (Oslo kretsfengsel avd. B),A-Few-Months,1944-06-27,1944-09-26
Q138360531,Arne Asbjørn Antonsen,P2632,place of detention,Q140459442,Åkebergveien (Oslo kretsfengsel avd. B),A-Few-Months,1942-11-20,1942-11-25
Q138361868,Hans Kielland Aanesen,P2632,place of detention,Q140459441,Møllergata 19,A-Few-Months,1941-07-31,1942-02-13
Q139650670,Sjur Almeland,P2632,place of detention,Q11967915,Espeland prisoner-of-war camp,A-Few-Months,1944-09-23,1945-01-09
Q132885,Olympique de Marseille,P286,head coach,Q558689,Míchel,A-Few-Months,2015-08-19,2016-04-19
Q139631181,Alfhild Andahl,P2632,place of detention,Q11967915,Espeland prisoner-of-war camp,A-Few-Months,1945-01-25,
Q112194867,2d Composite Squadron,P31,instance of,Q112187609,observation squadron,A-Few-Months,1942-01-28,1943-06-22
Q139658469,Kåre Enger,P2632,place of detention,Q637411,Grini detention camp,A-Few-Months,1943-07-19,1944-02-02
Q138376008,Gudrun Alfrida Jørgensen,P2632,place of detention,Q2217762,Falstad concentration camp,A-Few-Months,1944-04-27,1944-06-20
Q139658353,Johnny Peder Larsen,P2632,place of detention,Q140459441,Møllergata 19,A-Few-Months,1940-06-28,1940-07-03
Q5622269,Guy Gaunt,P39,position held,Q41582585,member of the 33rd Parliament of the United Kingdom,A-Few-Months,1923-12-06,1924-10-09
Q76022851,Andy Warhol - From A to B and Back Again,P276,location,Q639791,Whitney Museum of American Art,A-Few-Months,2018-11-12,2019-03-31
Q22255075,POF 56 - Démolisseur en élastomère,P608,exhibition history,Q56242284,"Something Else!!!!: A selection of works from the SMAK, Museum of Contemporary Art of Gand, Belgium",A-Few-Months,2009-02-05,2009-05-03
Q139649534,Olaf Johan Løseth,P2632,place of detention,Q140459441,Møllergata 19,A-Few-Months,1941-03-23,1942-03-24
Q99689819,Ola Horve,P2632,place of detention,Q140459441,Møllergata 19,A-Few-Months,1943-02-23,1943-09-28
Q139658211,Thorbjørn Aage Gustavsen,P2632,place of detention,Q140459419,Bardufoss,A-Few-Months,1944-03-22,1944-05-13
Q20733879,Mary Anne Edmunds,P551,residence,Q1013633,Ruthin,A-Few-Months,1847-10-01,1849-01-01
Q138362332,Sigurd Abrahamsen,P2632,place of detention,Q140459310,Tromsdalen,A-Few-Months,1943-03-26,1943-07-25
Q139633642,Inga Antonie Johannessen,P2632,place of detention,Q140459444,Ullevål sykehus,A-Few-Months,1944-11-11,
Q138607237,Ingvar Martinius Hansen,P2632,place of detention,Q15204401,Bredtveit prison,A-Few-Months,1941-11-07,1941-12-15
Q10298736,Hugo Baldus,P410,"military, police or special rank",Q15811059,Fähnrich zur See,A-Few-Months,1940-07-01,1941-07-01
Q2821224,Abderaman Koulamallah,P39,position held,Q114757954,Minister of Communication,A-Few-Months,2024-01-02,2024-05-24
Q19841158,Johan Jacobs,P54,member of sports team,Q16685393,Pauwels Sauzen-Vastgoedservice,A-Few-Months,2016-11-15,2016-12-31
Q138375883,Leopold Isachsen,P2632,place of detention,Q140459442,Åkebergveien (Oslo kretsfengsel avd. B),A-Few-Months,1943-06-08,
Q133145892,Fritz,P1352,ranking,178.0,178.0,A-Few-Months,2023-06-01,2023-11-01
Q75818970,Neale Hanvey,P39,position held,Q136468842,Deputy Leader of the Alba Party,A-Few-Months,2025-03-26,2026-03-26
Q138359423,Lars Rivenæs,P2632,place of detention,Q140459441,Møllergata 19,A-Few-Months,1943-12-08,1943-12-08
Q138362929,Sigurd Mikal Brynjulfsen-Iden,P2632,place of detention,Q45476681,Hamburg-Fuhlsbüttel concentration camp,A-Few-Months,1942-07-31,
Q139635126,Rolf Willy Hauge,P2632,place of detention,Q140459433,Neuengamme,A-Few-Months,1945-01-01,1945-01-01
Q139656186,Frantz Oskar Karlsen,P2632,place of detention,Q140459442,Åkebergveien (Oslo kretsfengsel avd. B),A-Few-Months,1945-03-21,1945-05-08
Q139648151,Alv Lian,P2632,place of detention,Q2217762,Falstad concentration camp,A-Few-Months,1944-11-07,1945-03-14
Q138370303,Gunnar Daasvatn,P2632,place of detention,Q140459442,Åkebergveien (Oslo kretsfengsel avd. B),A-Few-Months,1942-12-01,1942-12-16
Q114755798,Dyn Sport,P159,headquarters location,Q1794,Frankfurt,A-Few-Months,2021-10-25,2022-09-06
Q139638075,Tor Charles Matre,P2632,place of detention,Q637411,Grini detention camp,A-Few-Months,1944-09-15,1944-12-30
Q16838020,CS Universitatea Craiova,P286,head coach,Q136689680,Filipe Coelho,A-Few-Months,2025-11-11,
Q1257626,OFK Titograd,P286,head coach,Q949463,Igor Pamić,A-Few-Months,2018-07-01,2019-01-01
Q5833576,Enrique Marzo Balaguer,P39,position held,Q107978158,Capitán general de las Islas Baleares,A-Few-Months,1927-02-11,1930-01-30
Q139637050,Gerhard Steien,P2632,place of detention,Q140459491,Bergen kretsfengsel,A-Few-Months,1943-01-29,1943-02-02
Q131994875,Willem Romswinckel,P2632,place of detention,Q2653504,Stalag 371 Stanislau,A-Few-Months,1943-06-11,1944-01-17
Q138372466,Olaf Anton Hoel,P2632,place of detention,Q140458793,Kristiansand kretsfengsel,A-Few-Months,1942-09-19,1942-09-22
Q612949,Levon Ter-Petrosyan,P39,position held,Q136039196,Chairman of the Supreme Soviet of the Armenian SSR,A-Few-Months,1990-08-04,1990-08-23
Q96206989,Resilience,P793,significant event,Q110916241,Polaris Dawn,A-Few-Months,2024-09-10,2024-09-15
Q104854226,Cayo Vea-Murguía Escalante,P39,position held,Q40257808,civil governor of Biscay,A-Few-Months,1874-01-31,1875-01-04
Q139633703,Hjalmar Klausen,P2632,place of detention,Q140459497,"Neumünster, Straf- und Jugendgefängnis",A-Few-Months,1944-02-20,1944-07-15
Q4052039,U-371,P361,part of,Q163647,1st U-boat Flotilla,A-Few-Months,1941-01-27,1941-10-31
Q4052011,U-339,P361,part of,Q2764565,8th U-boat Flotilla,A-Few-Months,1942-08-25,1943-03-01
Q332881,Jonathan Aitken,P2632,place of detention,Q5635263,HM Prison Standford Hill,A-Few-Months,1999-06-29,1999-12-30
Q138377152,Paul Bernhard Musum,P2632,place of detention,Q2217762,Falstad concentration camp,A-Few-Months,1942-10-30,1942-12-22
Q139652484,Józef Ligocki,P2632,place of detention,Q637411,Grini detention camp,A-Few-Months,1944-08-11,1945-05-08
Q138371865,Sigurd Haugenbråten,P2632,place of detention,Q140459457,"Akershus festning, Kriegswehrmachtsgefängnis",A-Few-Months,1944-04-15,1944-04-17
Q2644133,"Alexis FitzGerald, Jnr",P39,position held,Q18043391,senator of Ireland,A-Few-Months,1981-10-08,1982-02-18
Q853508,RoPS,P286,head coach,Q11886825,Pasi Tuutti,A-Few-Months,2019-05-23,2019-12-31
Q138370598,Jens Rasmus Bang,P2632,place of detention,Q637411,Grini detention camp,A-Few-Months,1943-09-20,1943-09-30
Q17409260,Veselin Vuchkov,P39,position held,Q18924508,member of the Bulgarian National Assembly,A-Few-Months,2013-05-21,2014-08-05
Q139654058,Hans Enggravslia,P2632,place of detention,Q140458874,Farsund hjelpefengsel,A-Few-Months,1942-08-25,1942-08-26
Q64620912,Salman Al-Aswad,P39,position held,Q55691776,Minister of Planning,A-Few-Months,1965-09-24,1966-08-06
Q121076501,Slobodan Rubežić,P54,member of sports team,Q730219,Korona Kielce,A-Few-Months,2025-08-20,
Q111340783,Ebba Jahnfors,P54,member of sports team,Q2948701,AIK Fotboll Dam,A-Few-Months,2021-07-01,2022-07-30
Q130297675,Costel Avram,P54,member of sports team,Q39487082,CSA Steaua București,A-Few-Months,2023-07-01,2023-12-01
Q24476315,Atlantic No. 3 wild well,P31,instance of,Q587682,oil well,A-Few-Months,1948-01-15,1948-03-15
Q138377515,Ingeborg Lislerud,P2632,place of detention,Q637411,Grini detention camp,A-Few-Months,1943-05-04,1943-05-24
Q138371548,Thorvald Vingolf Martin Hansen,P2632,place of detention,Q140459457,"Akershus festning, Kriegswehrmachtsgefängnis",A-Few-Months,1945-02-12,
Q138366241,Hans Magnus Dahlbye,P2632,place of detention,Q140459441,Møllergata 19,A-Few-Months,1943-01-20,1943-06-05
Q138373314,John Evald Hammer,P2632,place of detention,Q2217762,Falstad concentration camp,A-Few-Months,1944-05-30,1944-09-20
Q139644465,Ludvig Valdemar Øien,P2632,place of detention,Q2217762,Falstad concentration camp,A-Few-Months,1944-09-10,1944-10-14
Q138370267,Johan Enok Bærland,P2632,place of detention,Q140458793,Kristiansand kretsfengsel,A-Few-Months,1944-02-24,1944-03-10
Q183,Germany,P6794,minimum wage,12.82,12.82,A-Few-Months,2025-01-01,
Q139655961,Leif Kaare Olsen,P2632,place of detention,Q2217762,Falstad concentration camp,A-Few-Months,1944-10-14,1945-01-19
Q131625655,Mehdi Dghoughi,P54,member of sports team,Q2947239,Chabab Atlas Khénifra,A-Few-Months,2021-09-03,2022-01-31
Q2458665,Machiel van den Heuvel,P2632,place of detention,Q870990,Camp Fünfeichen,A-Few-Months,1944-01-17,1945-01-07
Q137761472,Willem Johan Rijkens,P2632,place of detention,Q7079755,Oflag XIII-B,A-Few-Months,1942-05-16,1942-07-07
Q1547133,Athens Kallithea F.C.,P286,head coach,Q18639354,Dimitris Kalaitzidis,A-Few-Months,2026-02-05,2026-06-05
Q139636949,Erling Nilsen,P2632,place of detention,Q140459507,Kiel,A-Few-Months,1942-05-12,1944-01-17
Q475823,U-142,P366,has use,Q8434,education,A-Few-Months,1940-09-04,1941-06-21
Q139635622,Frits Valen,P2632,place of detention,Q140459310,Tromsdalen,A-Few-Months,1944-03-09,1944-03-29
Q138360986,David Becker,P2632,place of detention,Q140459443,Berg,A-Few-Months,1942-11-02,1942-11-26
Q138373167,Karl Holm,P2632,place of detention,Q140459442,Åkebergveien (Oslo kretsfengsel avd. B),A-Few-Months,1941-10-11,1942-02-05
Q106849070,Portraits de Cézanne,P276,location,Q238587,National Portrait Gallery,A-Few-Months,2017-10-26,2018-02-11
Q95385152,Niklas Postel,P54,member of sports team,Q315463,Dresdner Eislöwen,A-Few-Months,2018-05-01,2019-01-01
Q877630,U-650,P4791,commanded by,Q65012401,Ernst von Witzendorff,A-Few-Months,1942-11-26,1943-07-13
Q864407,The Home Depot,P2139,total revenue,157403000000.0,157403000000.0,A-Few-Months,2022-01-30,2023-01-29
Q138376733,Halvor Larsen,P2632,place of detention,Q138390853,Tromsø kretsfengsel,A-Few-Months,1942-04-13,1942-05-13
Q125582581,Ginny Ruffner: Reforestation of the Imagination,P276,location,Q4804909,Asheville Art Museum,A-Few-Months,2024-09-13,2025-01-20
Q139657504,Birger Rønneid,P2632,place of detention,Q637411,Grini detention camp,A-Few-Months,1943-04-05,1943-08-05
Q6084616,Ismael Raul da Silva Miranda,P54,member of sports team,Q5136497,Clube Esportivo Aimoré,A-Year,2011-01-01,2011-01-01
Q19513820,Umut Kaya,P54,member of sports team,Q792916,Aydınspor 1923,A-Year,2011-01-01,2014-01-01
Q1362561,Mariusz Witecki,P54,member of sports team,Q1023028,CCC Development Team,A-Year,2011-01-01,2011-01-01
Q430107,Samsunspor FC,P286,head coach,Q2426747,Thomas Reis,A-Year,2024-06-30,2026-02-14
Q98547846,Julien Blanc,P54,member of sports team,Q1022912,CA Brive,A-Year,2019-01-01,
Q3248802,Naoki Ishibashi,P54,member of sports team,Q1062259,Yokohama FC,A-Year,2000-01-01,2001-01-01
Q3607631,Aladino Valoti,P54,member of sports team,Q459794,Piacenza Calcio,A-Year,1984-01-01,1985-01-01
Q2666521,Dover Priory railway station,P3872,patronage,831998.0,831998.0,A-Year,2016-04-01,2017-03-31
Q4842703,Bahodir Pardaev,P54,member of sports team,Q1263906,FK Buxoro,A-Year,2013-01-01,2013-01-01
Q3847800,Mariano Sotgia,P54,member of sports team,Q1349814,S.C. Ravenna Sport,A-Year,1991-01-01,1995-01-01
Q4013231,Vincenzo Di Mauro,P54,member of sports team,Q3626877,A.S.D. S.F. Gladiator,A-Year,1954-01-01,1955-01-01
Q7178595,Petr Zapalač,P54,member of sports team,Q1356582,MFK Dubnica,A-Year,2009-01-01,2010-01-01
Q114342431,Aritz Eguaras,P54,member of sports team,Q2657829,Osasuna B,A-Year,2016-01-01,2017-01-01
Q7184823,Philippe Godoy,P54,member of sports team,Q5120301,Cincinnati Riverhawks,A-Year,2000-01-01,2000-01-01
Q5560261,Gigel Ene,P54,member of sports team,Q4683227,FC Rapid II București,A-Year,2004-01-01,2006-01-01
Q137891512,Isaac Haney,P54,member of sports team,Q7060381,Northwestern State Demons basketball,A-Year,2022-01-01,2023-01-01
Q3809893,Jonas Ueland Kolstad,P54,member of sports team,Q3590274,Norway national under-17 association football team,A-Year,1994-01-01,1994-01-01
Q2057144,Patrice Ollo N'Doumba,P54,member of sports team,Q289516,AC Oulu,A-Year,2006-01-01,2006-01-01
Q65496374,Théodoris Rendis,P39,position held,Q65494714,Representative of the Parliamentary Assembly of the Council of Europe,A-Year,1964-01-13,1964-04-20
Q6701457,Luiz Henrique Koprowski,P54,member of sports team,Q3148978,Imbituba Futebol Clube,A-Year,2010-01-01,2011-01-01
Q1055367,Roger Grava,P54,member of sports team,Q3590842,EF Bordeaux-Guyenne,A-Year,1943-01-01,1944-01-01
Q6791735,Mattia Ferrato,P54,member of sports team,Q2087976,F.C. Carpenedolo S.S.D.,A-Year,2010-01-01,
Q314384,Huey Long,P39,position held,Q20766109,Governor of Louisiana,A-Year,1928-05-21,1932-01-25
Q3492859,Pavel Zavadil,P54,member of sports team,Q749138,Mjällby AIF,A-Year,2005-01-01,2005-01-01
Q6809821,Mehrdad Bashagardi,P54,member of sports team,Q335137,Aboomoslem F.C.,A-Year,2012-01-01,2013-01-01
Q757104,FK Sūduva,P286,head coach,Q18128076,Matthew Silva,A-Year,2022-10-20,2022-12-31
Q22674382,Alliou Dembélé,P54,member of sports team,Q1621755,Stade Briochin,A-Year,2021-01-01,2022-01-01
Q7351707,Roberto Gamarra,P54,member of sports team,Q2134801,Club Atlético 3 de Febrero,A-Year,2000-01-01,2003-01-01
Q164346,Einar Gerhardsen,P2632,place of detention,Q637411,Grini detention camp,A-Year,1941-09-12,1942-01-30
Q26263082,Yuriy Teterenko,P54,member of sports team,Q281878,FC Slutsk-2024,A-Year,2019-02-01,2020-09-01
Q1657617,Ignjac Krešić,P54,member of sports team,Q159936,Kickers Offenbach,A-Year,2006-01-01,2007-01-01
Q4776046,Anton Usov,P54,member of sports team,Q1985954,Torpedo Olleart FC,A-Year,2011-01-01,2012-01-01
Q137887406,Oliver Redpath,P54,member of sports team,Q926604,Philadelphia Arrows,A-Year,1931-01-01,1932-01-01
Q112162980,Estanislao Don Malavo,P39,position held,Q112162674,Minister of Fishing,A-Year,2015-04-15,2016-06-24
Q136751887,José Miguel Odriozola Güezmes,P54,member of sports team,Q12236,Racing de Santander,A-Year,1960-01-01,1963-01-01
Q2092949,Francesco Carratta,P54,member of sports team,Q732002,Royal Antwerp F.C.,A-Year,2008-01-01,2009-01-01
Q1042510,Carlo Scognamiglio,P54,member of sports team,Q1237429,Domina Vacanze-De Nardi,A-Year,2004-08-01,2004-12-31
Q3769375,Giuliano Fiorini,P54,member of sports team,Q6651,Brescia Calcio,A-Year,1976-01-01,1977-01-01
Q60462758,Kayla Haneline,P54,member of sports team,Q299990,Allianz MTV Stuttgart,A-Year,2023-01-01,2024-01-01
Q17284960,Enrico Gallina,P54,member of sports team,Q4647323,A.S.D. Imperia,A-Year,1927-01-01,1929-01-01
Q357994,Roberto Martínez,P54,member of sports team,Q18659,Swansea City A.F.C.,A-Year,2003-01-01,2006-01-01
Q5336648,Eddy Donaghy,P54,member of sports team,Q18661,Middlesbrough F.C.,A-Year,1922-01-01,1923-01-01
Q623862,Kwon Jip,P54,member of sports team,Q169985,FC Pohang Steelers,A-Year,2008-01-01,2008-01-01
Q68780360,Noemi Rüegg,P54,member of sports team,Q47450893,Roland Le Dévoluy,A-Year,2020-01-01,2020-01-01
Q141266532,Nicolae Stanca,P54,member of sports team,Q245162,FC Rapid București,A-Year,1973-01-01,1974-01-01
Q97741605,Ellie Leek,P54,member of sports team,Q22097924,Lewes F.C. Women,A-Year,2020-01-01,
Q2680826,Uênia Fernandes de Souza,P54,member of sports team,Q1437873,Forno d'Asolo Colavita,A-Year,2004-01-01,2004-01-01
Q16729279,Zahi Gigi,P54,member of sports team,Q18126379,Maccabi Kiryat Malakhi F.C.,A-Year,2011-01-01,2012-01-01
Q4912262,Billy Brawley,P54,member of sports team,Q1059415,Clyde F.C.,A-Year,2005-01-01,2006-01-01
Q15722274,Mauri Holappa,P54,member of sports team,Q254658,Oulun Palloseura,A-Year,1982-01-01,1986-01-01
Q20641684,Andrei Zhdanov,P54,member of sports team,Q305285,FC SKA Rostov-on-Don,A-Year,2002-01-01,2002-01-01
Q3538556,Trevor Bauer,P937,work location,Q30,United States,A-Year,1991-01-01,2023-01-01
Q2735245,Jaime Romero,P54,member of sports team,Q576285,Albacete Balompié,A-Year,2008-01-01,2009-01-01
Q26130518,Sheriff Sinyan,P54,member of sports team,Q208552,Molde FK,A-Year,2020-06-30,2023-07-04
Q4715361,Aleksandr Petrov,P54,member of sports team,Q1985954,Torpedo Olleart FC,A-Year,2009-01-01,2009-01-01
Q120041295,Marie Hänle,P54,member of sports team,Q136193640,Volley Fratte,A-Year,2025-01-01,2026-01-01
Q4755599,Andreas Photiou,P54,member of sports team,Q291447,AEK Larnaca F.C.,A-Year,2007-01-01,2012-01-01
Q24568589,James Fitzroy,P39,position held,Q41582545,member of the 10th Parliament of the United Kingdom,A-Year,1831-04-28,1832-12-03
Q1408776,Luciano Bertoni,P54,member of sports team,Q298333,Lucchese 1905,A-Year,1980-01-01,1981-01-01
Q2038076,Serhei Nudnii,P54,member of sports team,Q2039203,FC Agro-Goliador Chișinău,A-Year,2001-01-01,2003-01-01
Q21832667,Noh In-ho,P54,member of sports team,Q129673,Ulsan HD FC,A-Year,1984-01-01,1985-01-01
Q19560542,Bill Gardner,P54,member of sports team,Q47965,Torquay United F.C.,A-Year,1928-01-01,1929-01-01
Q8061497,Yuri Dyupin,P54,member of sports team,Q1269080,FC Dynamo Barnaul,A-Year,2011-01-01,2012-01-01
Q7938724,Vladimir Yatsuk,P54,member of sports team,Q1269122,FC Dynamo Saint Petersburg,A-Year,2008-01-01,2008-01-01
Q8022132,Willison,P3872,patronage,96346.0,96346.0,A-Year,2009-07-01,2010-06-01
Q1263226,Dubravko Tešević,P54,member of sports team,Q457460,SV Ried,A-Year,2006-01-01,2006-01-01
Q113367477,Grace Lister,P54,member of sports team,Q29607899,DAS-Hutchinson,A-Year,2023-01-01,2023-01-01
Q3260171,Louardi Badjika,P54,member of sports team,Q584658,ASPV Strasbourg,A-Year,1980-01-01,1981-01-01
Q5232840,David Davidson,P54,member of sports team,Q339560,Accra Hearts of Oak SC,A-Year,2005-01-01,2005-01-01
Q5347204,Efendi Abdul Malek,P54,member of sports team,Q1849295,Armed Forces FC,A-Year,2011-01-01,2011-01-01
Q63242,Rolf Aldag,P54,member of sports team,Q897228,T-Mobile,A-Year,1993-01-01,2005-01-01
Q131703156,Arnaud Tissières,P54,member of sports team,Q124733296,Elite Fondations Cycling Team,A-Year,2022-01-01,2024-08-01
Q7035070,Nikita Kolesnikov,P54,member of sports team,Q1269122,FC Dynamo Saint Petersburg,A-Year,2010-01-01,
Q10698891,Tjejtrampet,P279,subclass of,Q60181400,NE,A-Year,1990-01-01,1995-01-01
Q16235987,Stanislav Yefimov,P54,member of sports team,Q510091,FC Nosta Novotroitsk,A-Year,2014-01-01,2015-01-01
Q5372536,Emir Obuća,P54,member of sports team,Q239663,FK Sarajevo,A-Year,1996-01-01,1998-01-01
Q4440001,Ivan Starkov,P54,member of sports team,Q727147,FC Khimki,A-Year,2009-01-01,2009-01-01
Q111983149,Ingrid Ruiz,P54,member of sports team,Q136653648,UPV Women's Cycling,A-Year,2025-01-01,2025-01-01
Q1091645,Fabian Pawela,P54,member of sports team,Q1091780,Czarni Żagań,A-Year,2011-01-01,2012-01-01
Q16225893,Lauren Kitchen,P54,member of sports team,Q15711596,FDJ United-Suez,A-Year,2018-01-01,2021-01-01
Q3574506,Zach Phillips,P54,member of sports team,Q247577,Hiroshima Toyo Carp,A-Year,2013-10-27,
Q5229330,Dave McClements,P54,member of sports team,Q3997037,Tobermore United F.C.,A-Year,2010-01-01,
Q124452854,Jean Baptiste Joseph Victor Dupont,P39,position held,Q76456555,General secretary of prefecture of Indre,A-Year,1878-01-01,1879-01-01
Q163992,Cezary Zamana,P54,member of sports team,Q991519,Kelme,A-Year,1994-01-01,1994-01-01
Q5181704,Craigieburn,P3872,patronage,822852.0,822852.0,A-Year,2013-07-01,2014-06-01
Q767739,Marta Vilajosana,P54,member of sports team,Q30634885,Team PCW,A-Year,2010-07-01,2010-12-31
Q2965063,Christian Borel,P54,member of sports team,Q19516,Lille OSC,A-Year,1976-01-01,1977-01-01
Q3770805,Giuseppe Lelj,P54,member of sports team,Q8643,Vicenza Calcio,A-Year,1976-01-01,1978-01-01
Q3266082,Ludo Loos,P54,member of sports team,Q3589563,Kotter's,A-Year,1981-01-01,1981-01-01
Q2779307,Ekrem Kahya,P54,member of sports team,Q1045811,FC Dordrecht,A-Year,2004-01-01,2006-01-01
Q50374664,ATT Investments,P1998,UCI code of cycling team,TLT,TLT,A-Year,2020-01-01,2020-01-01
Q321418,U-256,P4791,commanded by,Q18199467,Odo Löwe,A-Year,1941-12-18,1942-11-30
Q180735,Fábio de Jesus,P54,member of sports team,Q219120,Associação Atlética Ponte Preta,A-Year,1998-01-01,2001-01-01
Q100718711,Fardaws Aimaq,P54,member of sports team,Q5020508,California Golden Bears men's basketball,A-Year,2023-01-01,2024-01-01
Q389477,Lucas Parodi,P54,member of sports team,Q642669,Cobresal,A-Year,2013-01-01,2014-01-01
Q7938728,Vladimir Yeryomin,P54,member of sports team,Q2914689,FC Metallurg Lipetsk,A-Year,1986-01-01,1986-01-01
Q18708030,Luiz Antonio Linhares Garcia,P54,member of sports team,Q7850723,Tubarão Futebol Clube,A-Year,2005-01-01,2005-01-01
Q4687867,Cozmin Gușă,P39,position held,Q6501749,general secretary,A-Year,2000-12-01,2001-06-16
Q106511717,Heberth Gutiérrez,P54,member of sports team,Q79461537,UAE Team Colombia,A-Year,2021-01-01,2021-01-01
Q125182427,Eraldo Buonavita,P6087,coach of sports team,Q2980215,Carthage,A-Year,2018-01-01,2019-01-01
Q1358103,Rory Sutherland,P54,member of sports team,Q1470768,UnitedHealthcare,A-Few-Years,2007-01-01,2012-01-01
Q7839072,Trevor Booker,P54,member of sports team,Q19487,Millwall F.C.,A-Few-Years,1986-01-01,1987-01-01
Q53672687,Lord Valentine Thynne,P26,spouse,Q75399735,Susanne Alder,A-Few-Years,1971-01-01,1976-01-01
Q5796181,Sven Adolf Hedlund,P102,member of political party,Q10554126,Lantmannapartiets filial,A-Few-Years,1875-01-01,1876-01-01
Q116205725,Jules Legrand,P39,position held,Q13436054,interim mayor,A-Few-Years,1870-09-01,1870-09-01
Q1537103,Sergio Campolo,P54,member of sports team,Q289029,SSC Ancona,A-Few-Years,1998-01-01,1998-01-01
Q2874326,Avignon Nicolaï,P39,position held,Q23598478,Roman Catholic Bishop of Senez,A-Few-Years,1408-07-01,1415-11-22
Q4708954,Alba Montserrat,P54,member of sports team,Q1323096,S.U. 1º de Dezembro,A-Few-Years,2006-01-01,2007-01-01
Q15835189,Miguel Reznik,P54,member of sports team,Q1102935,Club Almagro,A-Few-Years,1955-01-01,1959-01-01
Q21760532,Laurens Paulussen,P54,member of sports team,Q849544,K.V.C. Westerlo,A-Few-Years,2012-01-01,2014-01-01
Q4481825,Федерация авиационного спорта России,P488,chairperson,Q51541050,Sergey Ananov,A-Few-Years,2018-04-01,
Q106565771,Rafael Uribarren Axpe,P39,position held,Q28778415,deputy of the Basque Parliament,A-Few-Years,1995-09-06,1998-09-01
Q89983422,Jelle Vermoote,P54,member of sports team,Q913202,Wagner Bazin WB,A-Few-Years,2024-01-01,2025-01-01
Q5214923,Danang Jarwo Wihatmoko,P54,member of sports team,Q1816244,Persijap Jepara,A-Few-Years,2005-01-01,2010-01-01
Q6221564,John Bennett,P54,member of sports team,Q1070732,Chester City F.C.,A-Few-Years,1966-01-01,1969-01-01
Q2259085,Princess Lalla Aicha of Morocco,P39,position held,Q109217292,ambassador of Morocco to Greece,A-Few-Years,1969-01-01,1970-01-01
Q5539880,George Green,P54,member of sports team,Q19473,Huddersfield Town A.F.C.,A-Few-Years,1946-01-01,1947-01-01
Q330004,Chris Baldwin,P54,member of sports team,Q866659,Bissell,A-Few-Years,2011-01-01,2013-01-01
Q6788892,Matt Kennedy,P54,member of sports team,Q2586103,Carolina Lightnin',A-Few-Years,1983-01-01,1983-01-01
Q3362789,Pape Ndaye Latir,P54,member of sports team,Q2274220,Haras El-Hodood SC,A-Few-Years,2010-01-01,2011-01-01
Q68032256,Eduard Kanep,P945,allegiance,Q104309,White movement,A-Few-Years,1919-01-01,1920-01-01
Q1765956,Edwin Santibáñez,P54,member of sports team,Q606210,Querétaro F.C.,A-Few-Years,1998-01-01,2000-01-01
Q3909040,Porthus Silingardi,P54,member of sports team,Q1136016,Cosenza Calcio,A-Few-Years,1935-01-01,1938-01-01
Q5541033,George Jacks,P54,member of sports team,Q18723,Queens Park Rangers F.C.,A-Few-Years,1964-01-01,1965-01-01
Q1811578,Bertine Spijkerman,P54,member of sports team,Q2694122,Farm Frites - Hartol,A-Few-Years,2001-01-01,2001-01-01
Q3438149,Björn Viljugrein,P54,member of sports team,Q217233,Stabæk Fotball,A-Few-Years,1995-01-01,1996-01-01
Q1222958,Dieter W. Haller,P39,position held,Q28104498,ambassador of Germany to Saudi Arabia,A-Few-Years,2011-01-01,2014-01-01
Q21464874,Philippe Meusnier the elder,P937,work location,Q90,Paris,A-Few-Years,1680-01-01,1720-01-01
Q2396802,Nathan Lane,P54,member of sports team,Q881070,Blagnac SCR,A-Few-Years,2014-01-01,
Q12053160,Jan de Bisschop,P937,work location,Q36600,The Hague,A-Few-Years,1652-01-01,1671-01-01
Q6300532,Juan Miguel de Vives y Feliu,P39,position held,Q55265693,Captain General of Mallorca,A-Few-Years,1799-09-22,1808-10-27
Q1465765,Fritz Bohla,P54,member of sports team,Q297676,ASG Vorwärts Cottbus,A-Few-Years,1971-01-01,1974-01-01
Q65030115,Christopher Pope,P39,position held,Q17496847,member of the Montana House of Representatives,A-Few-Years,2015-01-05,2017-01-02
Q108945,Christina Becker,P54,member of sports team,Q1757136,Canyon//SRAM,A-Few-Years,2006-01-01,2006-01-01
Q16222063,Luka Spetič,P54,member of sports team,Q1416960,NK Primorje,A-Few-Years,2004-01-01,2006-01-01
Q18621033,Merrill Kelly,P54,member of sports team,Q107874794,Yavapai Roughriders baseball,A-Few-Years,2007-01-01,2009-01-01
Q60243938,Philippus Johannes Mets,P937,work location,Q727,Amsterdam,A-Few-Years,1910-01-01,1913-01-01
