property,entity,frequency,timeline_entry_count,evaluated_n_statements
P54,Q712265,A-Year,4,4
P54,Q713378,A-Few-Years,5,5
P54,Q715102,A-Few-Years,3,3
P54,Q715320,A-Year,5,5
P54,Q716449,A-Year,6,6
P54,Q720214,A-Few-Years,3,3
P54,Q7271267,A-Year,4,4
P54,Q7279273,A-Year,6,6
P54,Q728582,A-Few-Years,4,4
P54,Q732504,A-Few-Years,5,5
P54,Q7356835,A-Few-Years,3,3
P54,Q7518785,A-Few-Years,3,3
P54,Q77651957,A-Year,7,7
P54,Q77867691,A-Few-Years,3,3
P54,Q77868208,A-Few-Years,3,3
P54,Q7818010,A-Few-Years,4,4
P54,Q83151030,A-Few-Years,3,3
P54,Q873667,A-Year,4,4
P54,Q89758677,A-Few-Years,6,6
P54,Q97767719,A-Few-Years,3,3
P54,Q467209,A-Few-Years,3,3
P54,Q2307083,A-Few-Years,3,3
P54,Q7052948,A-Few-Years,3,3
P54,Q131348868,A-Few-Years,3,3
P54,Q13749118,A-Few-Years,3,3
P54,Q17101441,A-Few-Years,3,3
P54,Q2543623,A-Few-Years,3,3
P54,Q26992,A-Few-Years,4,4
P54,Q4829331,A-Few-Years,3,3
P54,Q491817,A-Year,3,3
P54,Q5042541,A-Few-Years,3,3
P54,Q59245712,A-Year,3,3
P54,Q6210324,A-Few-Years,3,3
P54,Q6584105,A-Few-Years,3,3
P54,Q138496971,A-Year,3,3
P54,Q6112687,A-Few-Years,3,3
P54,Q6200798,A-Few-Years,3,3
P54,Q6285748,A-Few-Years,3,3
P54,Q7343664,A-Few-Years,3,3
P54,Q7963437,A-Year,5,5
P54,Q8002943,A-Few-Years,3,3
P54,Q8013533,A-Year,3,3
P54,Q124597857,A-Year,3,3
P54,Q134972299,A-Few-Years,3,3
P54,Q100274759,A-Year,3,3
P54,Q105592600,Many-Years,3,3
P54,Q12322979,A-Few-Years,3,3
P54,Q133883798,A-Few-Years,3,3
P54,Q16146366,A-Year,4,4
P54,Q16225112,A-Year,5,5
P54,Q17465750,A-Few-Years,3,3
P54,Q18158482,A-Year,3,3
P54,Q18421125,A-Year,3,3
P54,Q1867761,A-Few-Years,3,3
P54,Q22959329,A-Few-Years,3,3
P54,Q23881804,A-Few-Years,3,3
P54,Q2389009,A-Few-Years,3,3
P54,Q2599467,A-Few-Years,3,3
P54,Q2652652,A-Few-Years,3,3
P54,Q26792853,A-Few-Years,3,3
P54,Q27999184,A-Year,3,3
P54,Q2896487,A-Year,4,4
P54,Q38190232,A-Few-Years,3,3
P54,Q386459,A-Few-Years,4,4
P54,Q42369489,A-Few-Years,3,3
P54,Q4757377,A-Few-Years,3,3
P54,Q6752883,A-Year,7,7
P54,Q7159452,A-Few-Years,6,6
P54,Q717135,A-Few-Years,5,5
P54,Q1170353,A-Year,5,5
P54,Q15209719,A-Few-Years,3,3
P54,Q1524260,A-Year,3,3
P54,Q15841623,A-Year,3,3
P54,Q16558478,A-Few-Years,4,4
P54,Q17485941,A-Few-Years,3,3
P54,Q1825784,A-Few-Years,3,3
P54,Q1879126,A-Few-Years,3,3
P54,Q21170729,A-Few-Years,3,3
P54,Q2256220,A-Few-Years,3,3
P54,Q248126,A-Few-Years,3,3
P54,Q2786785,A-Few-Years,4,4
P54,Q3246620,A-Few-Years,3,3
P54,Q3340233,A-Few-Years,3,3
P54,Q3431301,A-Few-Years,3,3
P54,Q3500772,A-Year,6,6
P54,Q3615339,A-Few-Years,3,3
P54,Q4171734,A-Few-Years,4,4
P54,Q4753843,A-Few-Years,3,3
P54,Q5231227,A-Year,3,3
P54,Q5301129,A-Few-Years,3,3
P54,Q5340325,A-Few-Years,5,5
P54,Q5592340,A-Few-Years,3,3
P54,Q5650737,A-Few-Years,3,3
P54,Q5942452,A-Few-Years,3,3
P54,Q6223512,A-Few-Years,3,3
P54,Q6224131,A-Few-Years,3,3
P54,Q6438593,A-Few-Years,3,3
P54,Q6513508,A-Few-Years,3,3
P54,Q6830625,A-Few-Years,3,3
P54,Q687925,A-Few-Years,3,3
P54,Q7299011,A-Few-Years,4,4
P54,Q7328986,A-Year,3,3
P54,Q7425720,A-Few-Years,4,4
P54,Q751063,A-Few-Years,3,3
P54,Q7560537,A-Few-Years,3,3
P54,Q8053152,A-Few-Years,3,3
P54,Q102419934,A-Few-Years,4,4
P54,Q106953384,A-Year,4,4
P54,Q113265990,A-Few-Years,3,3
P54,Q11365765,Many-Years,3,3
P54,Q11372163,A-Few-Years,4,4
P54,Q11534743,A-Year,4,4
P54,Q11535938,A-Few-Years,5,5
P54,Q115797,A-Few-Years,6,6
P54,Q1163692,A-Few-Years,4,4
P54,Q11644208,A-Few-Years,3,3
P54,Q1301032,A-Few-Years,4,4
P54,Q1378527,A-Few-Years,5,5
P54,Q1534703,A-Year,7,7
P54,Q1586025,A-Few-Years,3,3
P54,Q1592611,A-Few-Years,5,5
P54,Q1681383,A-Few-Years,3,3
P54,Q1709262,A-Few-Years,3,3
P54,Q18749106,A-Few-Years,3,3
P54,Q1932760,A-Year,3,3
P54,Q1946134,A-Few-Years,4,4
P54,Q1948679,A-Few-Years,3,3
P54,Q19605337,A-Year,3,3
P54,Q1963116,A-Few-Years,3,3
P54,Q1973796,A-Few-Years,3,3
P54,Q19757682,A-Year,4,4
P54,Q19757711,A-Year,4,4
P54,Q19757773,A-Year,3,3
P54,Q2004133,A-Few-Years,4,4
P54,Q20981297,A-Year,3,3
P54,Q21542599,A-Few-Years,3,3
P54,Q21662907,A-Few-Years,3,3
P54,Q22994277,A-Few-Years,4,4
P54,Q2502587,A-Year,3,3
P54,Q2536705,A-Few-Years,3,3
P54,Q2605426,A-Few-Years,3,3
P54,Q272543,A-Year,5,5
P54,Q28470911,A-Few-Years,4,4
P54,Q3018916,A-Few-Years,3,3
P54,Q3259987,A-Year,9,9
P54,Q329049,A-Few-Years,3,3
P54,Q3499726,A-Few-Years,4,4
P54,Q3502189,A-Few-Years,3,3
P54,Q4776628,A-Few-Years,3,3
P54,Q4805641,A-Few-Years,4,4
P54,Q492432,A-Few-Years,4,4
P54,Q5040239,A-Few-Years,3,3
P54,Q5106679,Many-Years,3,3
P54,Q51193326,A-Year,3,3
P54,Q5229701,A-Few-Years,5,5
P54,Q5240285,A-Year,5,5
P54,Q556897,A-Few-Years,3,3
P54,Q59390957,A-Year,5,5
P54,Q6200698,A-Few-Years,3,3
P54,Q6396556,A-Few-Years,3,3
P54,Q644823,A-Year,3,3
P54,Q64759801,A-Few-Years,3,3
P54,Q6770439,A-Few-Years,3,3
P54,Q709539,A-Few-Years,3,3
P54,Q7151412,A-Few-Years,3,3
P54,Q715908,A-Few-Years,4,4
P54,Q7176835,A-Few-Years,3,3
P54,Q7271269,A-Few-Years,3,3
P54,Q7496413,A-Few-Years,3,3
P54,Q7811882,A-Few-Years,3,3
P54,Q7958909,A-Few-Years,6,6
P54,Q948912,A-Few-Years,3,3
P54,Q5470905,A-Few-Years,3,3
P54,Q61895735,A-Year,3,3
P54,Q4717180,A-Few-Years,3,3
P54,Q1028383,A-Year,7,7
P54,Q1030554,A-Few-Years,4,4
P54,Q1030576,A-Year,4,4
P54,Q10408794,A-Few-Years,3,3
P54,Q10414000,A-Year,7,7
P54,Q10438479,A-Few-Years,5,5
P54,Q10438737,A-Few-Years,6,6
P54,Q10445955,A-Few-Years,3,3
P54,Q1045573,A-Few-Years,4,4
P54,Q10465128,A-Few-Years,3,3
P54,Q10465131,A-Few-Years,4,4
P54,Q10479097,A-Year,6,6
P54,Q10484498,A-Few-Years,3,3
P54,Q10485960,A-Few-Years,3,3
P54,Q10486067,A-Few-Years,4,4
P54,Q10499060,A-Year,5,5
P54,Q10502548,A-Few-Years,4,4
P54,Q10505696,A-Few-Years,6,6
P54,Q10505801,A-Few-Years,3,3
P54,Q10511234,A-Few-Years,3,3
P54,Q10512957,A-Few-Years,3,3
P54,Q10514585,A-Few-Years,3,3
P54,Q10514630,A-Few-Years,3,3
P54,Q10514692,A-Year,4,4
P54,Q10515442,A-Few-Years,3,3
P54,Q10518472,A-Few-Years,5,5
P54,Q10519228,A-Few-Years,5,5
P54,Q10524798,A-Few-Years,5,5
P54,Q10526915,A-Few-Years,4,4
P54,Q10533067,A-Year,5,5
P54,Q10535457,A-Year,4,4
P54,Q10536729,A-Few-Years,3,3
P54,Q10540409,A-Few-Years,4,4
P54,Q10543841,A-Year,3,3
P54,Q10545292,A-Few-Years,5,5
P54,Q10549210,A-Year,4,4
P54,Q10550027,A-Year,4,4
P54,Q10554502,A-Year,6,6
P54,Q10555533,A-Year,5,5
P54,Q10558969,A-Few-Years,5,5
P54,Q1081201,A-Few-Years,4,4
P54,Q1093994,A-Few-Years,5,5
P54,Q1094096,A-Few-Years,4,4
P54,Q1097574,A-Few-Years,3,3
P54,Q1120882,A-Few-Years,5,5
P54,Q11475967,A-Year,3,3
P54,Q11637492,A-Year,4,4
P54,Q1163796,A-Year,5,5
P54,Q1175842,A-Few-Years,3,3
P54,Q11957431,A-Year,4,4
P54,Q12106027,A-Year,4,4
P54,Q12247862,A-Few-Years,3,3
P54,Q12310698,A-Few-Years,5,5
P54,Q12469886,A-Few-Years,3,3
P54,Q1257100,A-Few-Years,3,3
P54,Q12590320,A-Few-Years,3,3
P54,Q12646092,A-Few-Years,4,4
P54,Q1290008,A-Few-Years,4,4
P54,Q130934,A-Few-Years,3,3
P54,Q13229504,A-Few-Years,4,4
P54,Q1336894,A-Few-Years,3,3
P54,Q1338242,A-Few-Years,5,5
P54,Q1343910,A-Few-Years,3,3
P54,Q1354696,A-Year,5,5
P54,Q1371951,A-Few-Years,4,4
P54,Q1390287,A-Few-Years,5,5
P54,Q1392422,A-Year,3,3
P54,Q1393405,A-Year,3,3
P54,Q1410249,A-Few-Years,3,3
P54,Q1414506,A-Few-Years,4,4
P54,Q1422798,A-Few-Years,4,4
P54,Q1426601,A-Few-Years,4,4
P54,Q14282521,A-Year,4,4
P54,Q14282577,A-Year,3,3
P54,Q14326630,A-Few-Years,4,4
P54,Q144076,A-Few-Years,6,6
P54,Q14516345,A-Few-Years,4,4
P54,Q14559898,A-Year,3,3
P54,Q14565853,A-Year,5,5
P54,Q14566748,A-Year,5,5
P54,Q14622309,A-Year,3,3
P54,Q14699344,A-Year,3,3
P54,Q14818406,A-Year,3,3
P54,Q14851884,A-Year,4,4
P54,Q14863318,A-Year,3,3
P54,Q14863332,A-Few-Years,3,3
P54,Q14896894,A-Few-Years,3,3
P54,Q14907787,A-Few-Years,3,3
P54,Q1498622,A-Few-Years,5,5
P54,Q15043924,A-Few-Years,3,3
P54,Q15065196,A-Year,6,6
P54,Q15093886,A-Year,5,5
P54,Q15099548,A-Year,4,4
P54,Q15122209,A-Year,3,3
P54,Q15144051,A-Year,4,4
P54,Q15155402,A-Year,5,5
P54,Q15214627,A-Year,5,5
P54,Q15222907,A-Year,4,4
P54,Q15303418,A-Year,5,5
P54,Q15459789,A-Year,4,4
P54,Q15498474,A-Year,5,5
P54,Q15505317,A-Year,6,6
P54,Q15534052,A-Year,4,4
P54,Q15535836,A-Few-Years,3,3
P54,Q15602724,A-Few-Years,4,4
P54,Q15602756,A-Few-Years,3,3
P54,Q15622888,A-Few-Years,3,3
P54,Q15622932,A-Few-Years,4,4
P54,Q15633811,A-Few-Years,3,3
P54,Q15634796,A-Few-Years,5,5
P54,Q15637353,A-Few-Years,4,4
P54,Q15694176,A-Year,3,3
P54,Q15703527,A-Few-Years,4,4
P54,Q15710105,A-Few-Years,3,3
P54,Q15710934,A-Year,3,3
P54,Q15712364,A-Few-Years,3,3
P54,Q15718710,A-Few-Years,3,3
P54,Q15719452,A-Few-Years,5,5
P54,Q15728874,A-Year,5,5
P54,Q15731525,A-Year,3,3
P54,Q15735141,A-Few-Years,5,5
P54,Q15735946,A-Few-Years,4,4
P54,Q15808024,A-Year,3,3
P54,Q15819895,A-Few-Years,4,4
P54,Q15821997,A-Few-Years,3,3
P54,Q15829871,A-Year,3,3
P54,Q15830735,A-Year,3,3
P54,Q15830926,A-Few-Years,3,3
P54,Q15830930,A-Year,3,3
P54,Q15830952,A-Year,6,6
P54,Q15830973,A-Few-Years,3,3
P54,Q15831205,A-Few-Years,3,3
P54,Q15844049,A-Year,3,3
P54,Q15850788,A-Few-Years,3,3
P54,Q15852309,A-Few-Years,4,4
P54,Q15856675,A-Few-Years,3,3
P54,Q15857336,A-Year,6,6
P54,Q15881656,A-Few-Years,3,3
P54,Q15917247,A-Few-Years,4,4
P54,Q15934271,A-Few-Years,3,3
P54,Q1594719,A-Few-Years,3,3
P54,Q15977912,A-Year,6,6
P54,Q15981837,A-Few-Years,4,4
P54,Q15982382,A-Few-Years,4,4
P54,Q16010783,A-Year,4,4
P54,Q16064078,A-Year,4,4
P54,Q1609248,A-Year,4,4
P54,Q16146666,A-Few-Years,5,5
P54,Q16147166,A-Few-Years,4,4
P54,Q16147534,A-Few-Years,5,5
P54,Q1614804,A-Year,4,4
P54,Q16156239,A-Few-Years,4,4
P54,Q16165690,A-Few-Years,3,3
P54,Q16165961,A-Few-Years,3,3
P54,Q16198415,A-Year,5,5
P54,Q16199567,A-Year,6,6
P54,Q16200832,A-Year,5,5
P54,Q16204016,A-Few-Years,3,3
P54,Q16206017,A-Few-Years,3,3
P54,Q16207509,A-Year,5,5
P54,Q16208570,A-Few-Years,5,5
P54,Q16208807,A-Year,3,3
P54,Q16209012,A-Few-Years,3,3
P54,Q16221647,A-Few-Years,5,5
P54,Q16223316,A-Few-Years,3,3
P54,Q16223897,A-Few-Years,3,3
P54,Q16225108,A-Year,5,5
P54,Q16225159,A-Few-Years,3,3
P54,Q16226351,A-Year,4,4
P54,Q16228303,A-Year,3,3
P54,Q16229693,A-Few-Years,4,4
P54,Q16230054,A-Year,4,4
P54,Q16231345,A-Few-Years,4,4
P54,Q16231364,A-Year,6,6
P54,Q16231477,A-Few-Years,3,3
P54,Q16231701,A-Few-Years,3,3
P54,Q16231943,A-Year,4,4
P54,Q16232122,A-Few-Years,5,5
P54,Q16232220,A-Year,6,6
P54,Q16232477,A-Few-Years,4,4
P54,Q16232643,A-Few-Years,3,3
P54,Q16232671,A-Year,3,3
P54,Q16232811,A-Year,4,4
P54,Q16232838,A-Few-Years,4,4
P54,Q16232898,A-Year,3,3
P54,Q16233082,A-Few-Years,4,4
P54,Q16233320,A-Year,3,3
P54,Q16233322,A-Few-Years,7,7
P54,Q16233349,A-Few-Years,3,3
P54,Q16233561,A-Few-Years,4,4
P54,Q16233608,A-Year,4,4
P54,Q16233618,A-Year,7,7
P54,Q16233807,A-Few-Years,3,3
P54,Q16234030,A-Few-Years,4,4
P54,Q16234081,A-Few-Years,5,5
P54,Q16234082,A-Few-Years,4,4
P54,Q16234083,A-Few-Years,4,4
P54,Q16234116,A-Year,5,5
P54,Q16234199,A-Year,5,5
P54,Q16234674,A-Few-Years,4,4
P54,Q16234706,A-Year,3,3
P54,Q16234723,A-Year,3,3
P54,Q16234800,A-Few-Years,3,3
P54,Q16234817,A-Year,5,5
P54,Q16234987,A-Few-Years,3,3
P54,Q16235142,A-Few-Years,3,3
P54,Q16235554,A-Few-Years,3,3
P54,Q16235639,A-Year,3,3
P54,Q16235656,A-Few-Years,3,3
P54,Q16235696,A-Year,4,4
P54,Q16235701,A-Year,5,5
P54,Q16235727,A-Year,4,4
P54,Q16235748,A-Year,9,9
P54,Q16235852,A-Few-Years,4,4
P54,Q16235910,A-Few-Years,4,4
P54,Q16236000,A-Few-Years,5,5
P54,Q16236005,A-Few-Years,4,4
P54,Q16236106,A-Year,3,3
P54,Q16236183,A-Year,5,5
P54,Q16236213,A-Year,6,6
P54,Q16236237,A-Year,3,3
P54,Q16236278,A-Year,3,3
P54,Q16236393,A-Year,4,4
P54,Q16236409,A-Year,3,3
P54,Q16236427,A-Year,3,3
P54,Q16236456,A-Year,3,3
P54,Q16236510,A-Few-Years,3,3
P54,Q16236520,A-Year,3,3
P54,Q16236654,A-Year,3,3
P54,Q16236805,A-Few-Years,3,3
P54,Q16237061,A-Year,3,3
P54,Q16302387,A-Year,3,3
P54,Q16466591,A-Year,4,4
P54,Q16466949,A-Few-Years,4,4
P54,Q16509360,A-Year,7,7
P54,Q1653533,A-Few-Years,3,3
P54,Q1653566,A-Few-Years,3,3
P54,Q16560388,A-Few-Years,3,3
P54,Q16601758,A-Few-Years,3,3
P54,Q1660739,A-Few-Years,3,3
P54,Q16615946,A-Few-Years,4,4
P54,Q16640549,A-Year,3,3
P54,Q16680097,A-Year,4,4
P54,Q1671606,A-Few-Years,4,4
P54,Q16727810,A-Few-Years,4,4
P54,Q16728869,A-Few-Years,3,3
P54,Q16729609,A-Year,3,3
P54,Q16731117,A-Year,3,3
P54,Q16731472,A-Few-Years,4,4
P54,Q16732758,A-Year,3,3
P54,Q16732830,A-Year,3,3
P54,Q16736075,A-Year,3,3
P54,Q16736693,A-Year,4,4
P54,Q16762338,A-Year,3,3
P54,Q16762752,A-Year,3,3
P54,Q1682768,A-Few-Years,4,4
P54,Q16830295,A-Year,3,3
P54,Q16847004,A-Few-Years,4,4
P54,Q16849092,A-Year,4,4
P54,Q16861941,A-Year,5,5
P54,Q16864155,A-Year,6,6
P54,Q1686987,A-Few-Years,4,4
P54,Q16875131,A-Year,3,3
P54,Q16885542,A-Few-Years,3,3
P54,Q16886894,A-Year,4,4
P54,Q16890642,A-Year,10,10
P54,Q16901293,A-Year,4,4
P54,Q16911052,A-Year,3,3
P54,Q16914061,A-Year,4,4
P54,Q16914121,A-Year,3,3
P54,Q16934904,A-Few-Years,5,5
P54,Q16934965,A-Few-Years,4,4
P54,Q16979984,A-Year,3,3
P54,Q1699597,A-Few-Years,4,4
P54,Q17037481,A-Few-Years,5,5
P54,Q17089771,A-Year,3,3
P54,Q17157958,A-Year,3,3
P54,Q1717502,A-Few-Years,3,3
P54,Q17198805,A-Year,6,6
P54,Q1721341,A-Year,4,4
P54,Q17280245,A-Few-Years,4,4
P54,Q17299868,A-Year,6,6
P54,Q17322237,A-Few-Years,4,4
P54,Q17352697,A-Year,3,3
P54,Q17352797,A-Few-Years,3,3
P54,Q17385851,A-Few-Years,4,4
P54,Q17386339,A-Year,5,5
P54,Q17388792,A-Year,5,5
P54,Q17403422,A-Year,7,7
P54,Q17403528,A-Year,4,4
P54,Q17418282,A-Few-Years,5,5
P54,Q17418372,A-Year,4,4
P54,Q17418829,A-Few-Years,4,4
P54,Q1744417,A-Year,3,3
P54,Q17465989,A-Few-Years,3,3
P54,Q17466338,A-Year,6,6
P54,Q17484149,A-Year,5,5
P54,Q17486435,A-Year,3,3
P54,Q17489422,A-Few-Years,4,4
P54,Q17489600,A-Year,3,3
P54,Q17496590,A-Few-Years,3,3
P54,Q17523833,A-Few-Years,3,3
P54,Q17523932,A-Few-Years,3,3
P54,Q17541180,A-Year,6,6
P54,Q17542830,A-Year,4,4
P54,Q17612103,A-Year,4,4
P54,Q17612475,A-Few-Years,3,3
P54,Q17612537,A-Year,5,5
P54,Q17612569,A-Few-Years,4,4
P54,Q17612772,A-Few-Years,4,4
P54,Q17612866,A-Year,5,5
P54,Q17627302,A-Few-Years,4,4
P54,Q17661818,A-Year,3,3
P54,Q1766531,A-Few-Years,3,3
P54,Q1767409,A-Few-Years,3,3
P54,Q17747370,A-Few-Years,5,5
P54,Q17859865,A-Year,3,3
P54,Q17916885,A-Year,3,3
P54,Q17996881,A-Year,5,5
P54,Q18001547,A-Year,4,4
P54,Q18001553,A-Year,9,9
P54,Q18015451,A-Few-Years,3,3
P54,Q18019957,A-Few-Years,3,3
P54,Q18045102,A-Year,3,3
P54,Q18057140,A-Few-Years,3,3
P54,Q18098761,A-Year,3,3
P54,Q1810553,A-Year,6,6
P54,Q1811021,A-Year,3,3
P54,Q18127233,A-Year,4,4
P54,Q18127936,A-Year,3,3
P54,Q18128913,A-Year,3,3
P54,Q18129268,A-Year,4,4
P54,Q18129386,A-Few-Years,4,4
P54,Q18157611,A-Year,5,5
P54,Q18162255,A-Few-Years,3,3
P54,Q18164690,A-Year,4,4
P54,Q18164892,A-Year,4,4
P54,Q181654,A-Year,5,5
P54,Q18171709,A-Year,3,3
P54,Q18205803,A-Year,7,7
P54,Q18206315,A-Year,5,5
P54,Q18207324,A-Year,3,3
P54,Q18217806,A-Few-Years,3,3
P54,Q18217875,A-Few-Years,5,5
P54,Q18218118,A-Few-Years,4,4
P54,Q18218226,A-Year,4,4
P54,Q18218229,A-Few-Years,3,3
P54,Q18221679,A-Few-Years,3,3
P54,Q18224571,A-Few-Years,3,3
P54,Q18227906,A-Few-Years,3,3
P54,Q18238570,A-Year,4,4
P54,Q18249383,A-Few-Years,3,3
P54,Q1827723,A-Year,5,5
P54,Q18280819,A-Few-Years,5,5
P54,Q18335805,A-Year,3,3
P54,Q18344491,A-Year,3,3
P54,Q18353913,A-Year,3,3
P54,Q18357080,A-Few-Years,4,4
P54,Q18357568,A-Year,3,3
P54,Q18358140,A-Year,3,3
P54,Q18379402,A-Year,6,6
P54,Q18385318,A-Few-Years,3,3
P54,Q18398164,A-Few-Years,3,3
P54,Q18411558,A-Few-Years,3,3
P54,Q18421920,A-Year,6,6
P54,Q18589006,A-Year,3,3
P54,Q18602294,A-Year,5,5
P54,Q18637065,A-Few-Years,3,3
P54,Q18637326,A-Few-Years,3,3
P54,Q18637433,A-Few-Years,4,4
P54,Q18637487,A-Year,5,5
P54,Q18637666,A-Year,3,3
P54,Q18638086,A-Year,4,4
P54,Q18685890,A-Year,3,3
P54,Q18705129,A-Few-Years,3,3
P54,Q18719435,A-Year,3,3
P54,Q1873917,A-Year,5,5
P54,Q18744696,A-Few-Years,4,4
P54,Q18755162,A-Few-Years,4,4
P54,Q1876913,A-Few-Years,3,3
P54,Q1876917,A-Few-Years,4,4
P54,Q18808497,A-Few-Years,4,4
P54,Q18811866,A-Few-Years,3,3
P54,Q1893190,A-Few-Years,4,4
P54,Q18998346,A-Year,3,3
P54,Q1901696,A-Few-Years,6,6
P54,Q1910663,Many-Years,3,3
P54,Q19277818,A-Year,7,7
P54,Q19279475,A-Few-Years,3,3
P54,Q19283576,A-Year,4,4
P54,Q19284479,A-Year,5,5
P54,Q19287216,A-Year,3,3
P54,Q19296392,A-Few-Years,3,3
P54,Q19298243,A-Few-Years,3,3
P54,Q19299110,A-Few-Years,3,3
P54,Q19364333,A-Year,4,4
P54,Q19405089,A-Few-Years,3,3
P54,Q19407431,A-Few-Years,3,3
P54,Q19463141,A-Few-Years,3,3
P54,Q19513820,A-Year,7,7
P54,Q19518904,A-Few-Years,3,3
P54,Q19519324,A-Year,4,4
P54,Q19519357,A-Few-Years,3,3
P54,Q19560163,A-Year,6,6
P54,Q19560353,A-Few-Years,3,3
P54,Q19560849,A-Few-Years,3,3
P54,Q19561064,A-Few-Years,3,3
P54,Q19561365,A-Few-Years,3,3
P54,Q1957059,A-Few-Years,5,5
P54,Q19587901,A-Year,4,4
P54,Q19587920,A-Year,3,3
P54,Q19630216,A-Year,3,3
P54,Q19662295,A-Few-Years,3,3
P54,Q19662621,A-Few-Years,3,3
P54,Q19664059,A-Few-Years,4,4
P54,Q19772710,A-Year,3,3
P54,Q197912,A-Year,3,3
P54,Q19819075,A-Year,4,4
P54,Q19820476,A-Year,3,3
P54,Q19864707,A-Year,3,3
P54,Q1986599,A-Few-Years,5,5
P54,Q19866797,A-Year,3,3
P54,Q19879678,A-Few-Years,3,3
P54,Q19879730,A-Year,3,3
P54,Q19879857,A-Year,3,3
P54,Q19881463,A-Year,3,3
P54,Q19893873,A-Year,5,5
P54,Q19901561,A-Few-Years,4,4
P54,Q19939935,A-Year,3,3
P54,Q1995118,A-Few-Years,4,4
P54,Q19956683,A-Few-Years,5,5
P54,Q19958119,A-Year,4,4
P54,Q19958173,A-Few-Years,4,4
P54,Q19968611,A-Year,3,3
P54,Q19968765,A-Few-Years,3,3
P54,Q19968766,A-Year,4,4
P54,Q19968816,A-Year,4,4
P54,Q19968834,A-Year,3,3
P54,Q19973669,A-Year,4,4
P54,Q20015153,A-Few-Years,3,3
P54,Q20055577,A-Few-Years,6,6
P54,Q20089304,A-Few-Years,3,3
P54,Q2009577,A-Few-Years,7,7
P54,Q2012188,A-Few-Years,3,3
P54,Q2044511,A-Year,4,4
P54,Q2054121,A-Few-Years,3,3
P54,Q2056917,A-Few-Years,5,5
P54,Q2059182,A-Few-Years,4,4
P54,Q2060127,A-Few-Years,3,3
P54,Q20605916,A-Year,3,3
P54,Q20640701,A-Few-Years,3,3
P54,Q20641230,A-Year,3,3
P54,Q20641289,A-Few-Years,4,4
P54,Q20641507,A-Few-Years,7,7
P54,Q20641523,A-Year,4,4
P54,Q20641538,A-Few-Years,3,3
P54,Q20641610,A-Year,3,3
P54,Q20641676,A-Few-Years,3,3
P54,Q20641679,A-Year,3,3
P54,Q2064738,A-Year,9,9
P54,Q20676784,A-Year,3,3
P54,Q20744579,A-Few-Years,3,3
P54,Q20745293,A-Year,3,3
P54,Q20752944,A-Few-Years,3,3
P54,Q20920330,A-Year,4,4
P54,Q20925511,A-Year,3,3
P54,Q20926404,A-Few-Years,4,4
P54,Q2092949,A-Year,7,7
P54,Q20974219,A-Year,3,3
P54,Q20982756,A-Few-Years,3,3
P54,Q20983764,A-Year,5,5
P54,Q210018,A-Few-Years,3,3
P54,Q21005009,A-Few-Years,3,3
P54,Q21005303,A-Year,5,5
P54,Q21005410,A-Year,3,3
P54,Q21013325,A-Year,4,4
P54,Q21015630,A-Year,4,4
P54,Q21064500,A-Year,3,3
P54,Q21064541,A-Year,3,3
P54,Q21066237,A-Few-Years,3,3
P54,Q21075065,A-Few-Years,3,3
P54,Q21091476,A-Year,4,4
P54,Q21181085,A-Few-Years,4,4
P54,Q21200479,A-Year,5,5
P54,Q2120669,A-Few-Years,3,3
P54,Q21282786,A-Year,3,3
P54,Q21293859,A-Year,4,4
P54,Q2131388,A-Year,6,6
P54,Q21411050,A-Year,3,3
P54,Q2151758,A-Few-Years,3,3
P54,Q2153463,A-Year,4,4
P54,Q21541058,A-Year,5,5
P54,Q21572096,A-Few-Years,3,3
P54,Q21621921,A-Year,4,4
P54,Q21622985,A-Few-Years,3,3
P54,Q2163055,A-Few-Years,3,3
P54,Q21642553,A-Few-Years,3,3
P54,Q21642712,A-Few-Years,4,4
P54,Q21872493,A-Year,3,3
P54,Q21872816,A-Few-Years,3,3
P54,Q21931876,A-Year,3,3
P54,Q22004468,A-Year,4,4
P54,Q22082660,A-Few-Years,3,3
P54,Q22162765,A-Year,3,3
P54,Q2262951,A-Few-Years,4,4
P54,Q22675859,A-Few-Years,3,3
P54,Q2268343,A-Few-Years,3,3
P54,Q22684341,A-Year,3,3
P54,Q2273286,A-Year,3,3
P54,Q2285785,A-Year,6,6
P54,Q2297229,A-Few-Years,5,5
P54,Q22973109,A-Year,4,4
P54,Q2303651,A-Few-Years,4,4
P54,Q2307209,A-Year,7,7
P54,Q2311868,A-Few-Years,4,4
P54,Q2328143,A-Few-Years,3,3
P54,Q2343004,A-Few-Years,4,4
P54,Q2343275,A-Few-Years,3,3
P54,Q23664643,A-Few-Years,5,5
P54,Q23762535,A-Year,3,3
P54,Q23770396,A-Few-Years,3,3
P54,Q23772514,A-Few-Years,3,3
P54,Q23877020,A-Few-Years,4,4
P54,Q23881658,A-Few-Years,5,5
P54,Q23883806,A-Few-Years,4,4
P54,Q23884544,A-Few-Years,3,3
P54,Q23949497,A-Year,3,3
P54,Q2400909,A-Few-Years,4,4
P54,Q2402361,A-Year,5,5
P54,Q2407192,A-Year,3,3
P54,Q2437700,A-Year,3,3
P54,Q2451939,A-Few-Years,6,6
P54,Q2494112,A-Year,4,4
P54,Q2494133,A-Few-Years,3,3
P54,Q2504924,A-Few-Years,3,3
