entity_id,entity,property_id,property,value_id,value,value_unit,frequency,frequency_days,start_time,end_time,query
Q139638502,Martin Monsen,P2632,place of detention,Q2217762,Falstad concentration camp,,A-Few-Weeks,19.5,1943-02-28,1943-05-13,Where was Martin Monsen detained?
Q138362494,Sigvald Andreas Brandth,P2632,place of detention,Q140459448,Trondheim kretsfengsel avd. A (Vollan),,A-Few-Weeks,19.5,1942-07-31,1942-08-22,Where was Sigvald Andreas Brandth detained?
Q138377288,Knut Olsen Myrene,P2632,place of detention,Q140458793,Kristiansand kretsfengsel,,A-Few-Weeks,25.5,1943-02-20,1943-03-10,Where was Knut Olsen Myrene detained?
Q576742,Kalinikos Kreanga,P1352,ranking,,92.0,unitless,A-Month,31.0,2015-05-01,2015-05-01,What is the ranking of Kalinikos Kreanga?
Q139648397,Johan Standal,P2632,place of detention,Q140459616,Ålesund kretsfengsel,,A-Month,36.0,1942-03-05,1942-03-06,Where was Johan Standal detained?
Q139648493,Mary Inga Erna Sperre,P2632,place of detention,Q2217762,Falstad concentration camp,,A-Month,41.5,1942-10-30,1942-12-20,What is the place of detention of Mary Inga Erna Sperre?
Q138368321,Gustav Engedal,P2632,place of detention,Q140458828,Hammerfest hjelpefengsel,,A-Month,31,1944-10-13,1944-10-14,Where was Gustav Engedal detained?
Q139651494,Henrik Skarsaune,P2632,place of detention,Q2217762,Falstad concentration camp,,A-Month,58.0,1944-06-07,1944-09-20,Where was Henrik Skarsaune detained?
Q139658133,Finn Otto Mørk,P2632,place of detention,Q637411,Grini detention camp,,A-Month,36.0,1944-05-31,1944-07-25,Where was Finn Otto Mørk detained?
Q254995,Li Xiaoxia,P1352,ranking,,221.0,unitless,A-Month,46.0,2018-04-01,,What is the ranking of Li Xiaoxia?
Q139638142,Johannes Ludvig Kanestrøm,P2632,place of detention,Q140459146,Trondheim kretsfengsel avd. C (Kongens gate 85),,A-Month,31.0,1942-02-09,1942-02-21,Where was Johannes Ludvig Kanestrøm detained?
Q104891144,16 Dutch Jewellery Designers,P276,location,Q104900234,Galerie Philippe Debray,,A-Month,52,1986-04-23,1986-05-11,What is the location of 16 Dutch Jewellery Designers?
Q138374984,Olav Kjellberg,P2632,place of detention,Q140459441,Møllergata 19,,A-Month,54.5,1942-02-04,1942-02-06,Where was Olav Kjellberg detained?
Q138377933,Thorvald Lunde,P2632,place of detention,Q140459448,Trondheim kretsfengsel avd. A (Vollan),,A-Month,47,1944-07-25,1944-09-10,Where was Thorvald Lunde detained?
Q139654122,Konrad Emil Korsnes,P2632,place of detention,Q637411,Grini detention camp,,A-Month,32,1944-12-06,1945-05-08,What is the place of detention of Konrad Emil Korsnes?
Q443192,Li Qiangbing,P1352,ranking,,103.0,unitless,A-Month,31,2014-11-01,2014-11-01,What is the ranking of Li Qiangbing?
Q11978769,Johan Midttun,P2632,place of detention,Q140459457,"Akershus festning, Kriegswehrmachtsgefängnis",,A-Month,46,1941-11-22,1941-12-04,Where was Johan Midttun detained?
Q139644214,Sverre Haakon Lundh,P2632,place of detention,Q15204401,Bredtveit prison,,A-Month,47.5,1941-12-13,1942-02-20,Where was Sverre Haakon Lundh detained?
Q138377789,Frode Nilsen,P2632,place of detention,Q140459443,Berg,,A-Month,52,1945-02-04,,Where was Frode Nilsen detained?
Q17120469,Thor Tharum,P2632,place of detention,Q140459448,Trondheim kretsfengsel avd. A (Vollan),,A-Month,58,1942-10-07,1942-10-09,Where was Thor Tharum detained?
Q138370843,Bjørn Albert,P2632,place of detention,Q140458793,Kristiansand kretsfengsel,,A-Month,33,1942-08-03,1942-08-06,Where was Bjørn Albert detained?
Q138362711,Trygve Andreas Andersen,P2632,place of detention,Q637411,Grini detention camp,,A-Month,53.5,1944-09-22,1945-05-08,Where was Trygve Andreas Andersen detained?
Q138378168,Per Lægreid,P2632,place of detention,Q140459441,Møllergata 19,,A-Month,37.0,1942-03-12,1942-03-16,Where was Per Lægreid detained?
Q139629247,Kåre Stokkereit,P2632,place of detention,Q140459448,Trondheim kretsfengsel avd. A (Vollan),,A-Month,36.5,1944-06-19,1944-07-06,Where was Kåre Stokkereit detained?
Q138365532,Ingvald Christensen,P2632,place of detention,Q2217762,Falstad concentration camp,,A-Month,33.5,1942-05-14,1942-08-01,What was the place of detention of Ingvald Christensen?
Q138372596,John Holmeng,P2632,place of detention,Q2217762,Falstad concentration camp,,A-Month,57.0,1944-09-10,1944-09-20,Where was John Holmeng detained?
Q139637852,Per Martin Arnesen,P2632,place of detention,Q637411,Grini detention camp,,A-Month,52.0,1943-10-27,1943-12-09,What is the place of detention of Per Martin Arnesen?
Q98216019,Julienne Trouet,P2632,place of detention,Q1719270,Hannover-Limmer concentration camp,,A-Month,43.0,1944-06-01,1945-03-19,Where was Julienne Trouet detained?
Q138378012,Sten Sparre Nilson,P2632,place of detention,Q15204401,Bredtveit prison,,A-Month,49.5,1944-08-23,1944-09-01,Where was Sten Sparre Nilson detained?
Q139631394,Jørgen Tysbotten,P2632,place of detention,Q2217762,Falstad concentration camp,,A-Month,37.5,1944-06-07,1944-08-10,Where was Jørgen Tysbotten detained?
Q138375825,Anders Indregård,P2632,place of detention,Q140459448,Trondheim kretsfengsel avd. A (Vollan),,A-Month,44.5,1944-05-14,1944-06-06,Where was Anders Indregård detained?
Q138374175,Harald Arthur Johansen,P2632,place of detention,Q140459448,Trondheim kretsfengsel avd. A (Vollan),,A-Month,53.5,1944-06-07,1944-06-16,Where was Harald Arthur Johansen detained?
Q138359252,Michael Gurewitz,P2632,place of detention,Q2217762,Falstad concentration camp,,A-Month,48,1942-10-09,1942-11-25,Where was Michael Gurewitz detained?
Q138364736,Arne  Thurin Bjørge,P2632,place of detention,Q140458793,Kristiansand kretsfengsel,,A-Month,33.0,1942-12-11,1942-12-28,Where was Arne  Thurin Bjørge detained?
Q138377705,Gunnar Nielsen,P2632,place of detention,Q140459441,Møllergata 19,,A-Month,39,1942-03-06,1942-03-31,What is the place of detention of Gunnar Nielsen?
Q139649050,Axel Johannes Rypdal,P2632,place of detention,Q140459448,Trondheim kretsfengsel avd. A (Vollan),,A-Month,37.0,1942-03-07,1942-05-16,Where was Axel Johannes Rypdal detained?
Q138368063,Bertha Eliassen,P2632,place of detention,Q637411,Grini detention camp,,A-Month,49.5,1943-07-04,1943-12-19,Where was Bertha Eliassen detained?
Q139656033,Helge Osvald Andreas Hansen,P2632,place of detention,Q2217762,Falstad concentration camp,,A-Month,57.5,1944-10-18,1945-01-19,What was the place of detention of Helge Osvald Andreas Hansen?
Q139648872,Johannes Anton Ruud Schou,P2632,place of detention,Q140459432,Bitschweiler,,A-Month,55,1944-09-02,1944-11-22,Where was Johannes Anton Ruud Schou detained?
Q139631462,Johan Arne Rørvik,P2632,place of detention,Q140459733,"""Rhakotis""",,A-Month,44.5,1942-09-21,1943-01-03,Where was Johan Arne Rørvik detained?
Q139643959,Gustav Adolf Johnson,P2632,place of detention,Q140459441,Møllergata 19,,A-Month,32.0,1942-04-30,1942-08-28,Where was Gustav Adolf Johnson detained?
Q139652574,Roman Witkowski,P2632,place of detention,Q140459661,Midtsand,,A-Month,55.0,1944-04-29,1944-08-10,Where was Roman Witkowski detained?
Q17100102,Kjell Kolden,P2632,place of detention,Q140458793,Kristiansand kretsfengsel,,A-Month,34,1942-03-20,1942-03-29,Where was Kjell Kolden detained?
Q139653295,Erik Nielsen,P2632,place of detention,Q140459381,Mo i Rana,,A-Month,49.0,1943-09-10,1943-10-27,Where was Erik Nielsen detained?
Q4634873,31st Operations Group,P159,headquarters location,Q2268242,Selfridge Air National Guard Base,,A-Month,41.5,1940-02-01,1941-12-05,Where is the headquarters of 31st Operations Group located?
Q3120927,Panagiotis Gionis,P1352,ranking,,19.0,unitless,A-Month,31,2015-03-01,2015-03-01,What is the ranking of Panagiotis Gionis?
Q139637404,Paul Paulsen,P2632,place of detention,Q2217762,Falstad concentration camp,,A-Month,54.5,1944-09-10,1944-09-20,Where was Paul Paulsen detained?
Q139649546,Magnar Larsen,P2632,place of detention,Q140459535,Hell,,A-Month,53.0,1944-04-26,1944-05-24,Where was Magnar Larsen detained?
Q139653679,Rudolf Vater,P2632,place of detention,Q2217762,Falstad concentration camp,,A-Month,33,1944-10-14,1944-11-16,Where was Rudolf Vater detained?
Q139645966,Erik Dahl-Hansen,P2632,place of detention,Q637411,Grini detention camp,,A-Month,40.5,1942-11-02,1942-12-06,Where was Erik Dahl-Hansen detained?
Q138366686,Harald  Stene Dehlin,P2632,place of detention,Q140458793,Kristiansand kretsfengsel,,A-Month,38.0,1945-03-14,1945-04-10,What was the place of detention of Harald  Stene Dehlin?
Q139625355,Christian Schønning,P2632,place of detention,Q2217762,Falstad concentration camp,,A-Month,51.0,1944-02-11,1944-05-07,Where was Christian Schønning detained?
Q139655998,Olav Heitmann Waaktaar,P2632,place of detention,Q140459310,Tromsdalen,,A-Month,31,1944-10-19,1944-11-11,Where was Olav Heitmann Waaktaar detained?
Q4523564,Alexander Shibaev,P1352,ranking,,36.0,unitless,A-Month,31.0,2017-09-01,2017-09-01,What is the ranking of Alexander Shibaev?
Q138376749,Richard Kristian Alstrøm Larsen,P2632,place of detention,Q140459448,Trondheim kretsfengsel avd. A (Vollan),,A-Month,46.0,1944-08-16,1944-09-09,Where was Richard Kristian Alstrøm Larsen detained?
Q139636123,Karl Iversen,P2632,place of detention,Q11967915,Espeland prisoner-of-war camp,,A-Month,38.5,1945-01-20,1945-02-08,Where was Karl Iversen detained?
Q138370386,Maurice Franck-Petersen,P2632,place of detention,Q140459443,Berg,,A-Month,54.5,1945-02-04,,Where was Maurice Franck-Petersen detained?
Q138376098,Kristian Martin Kristiansen,P2632,place of detention,Q637411,Grini detention camp,,A-Month,42.5,1944-09-14,1945-05-08,Where was Kristian Martin Kristiansen detained?
Q433909,Sun Jin,P1352,ranking,,113.0,unitless,A-Month,31,2014-07-01,2014-07-01,What is the ranking of Sun Jin?
Q139628117,Andreas Zakariassen,P2632,place of detention,Q637411,Grini detention camp,,A-Month,36.0,1943-07-31,,Where was Andreas Zakariassen detained?
Q239371,Ai Fukuhara,P1352,ranking,,6.0,unitless,A-Month,31,2015-09-01,2015-09-01,What is the ranking of Ai Fukuhara?
Q138378491,Jon Nortvedt,P2632,place of detention,Q140459441,Møllergata 19,,A-Month,30.5,1942-02-27,1942-03-12,Where was Jon Nortvedt detained?
Q51571701,Kåre Gilhus,P2632,place of detention,Q140459442,Åkebergveien (Oslo kretsfengsel avd. B),,A-Month,49.0,1942-04-24,1942-05-01,Where was Kåre Gilhus detained?
Q139653597,Heinrich Kaiser,P2632,place of detention,Q140458779,Ukjent fangested (Norge),,A-Month,35.5,1942-05-01,1942-07-01,Where was Heinrich Kaiser detained?
Q138378268,Eva Gunn Nordgaard,P2632,place of detention,Q140459442,Åkebergveien (Oslo kretsfengsel avd. B),,A-Month,41,1944-07-14,1944-10-19,Where was Eva Gunn Nordgaard detained?
Q139638480,Hans Grinde,P2632,place of detention,Q140459448,Trondheim kretsfengsel avd. A (Vollan),,A-Month,46.0,1943-03-31,1943-06-03,What was the place of detention of Hans Grinde?
Q138364681,Thor Bertelsen,P2632,place of detention,Q140458829,Harstad hjelpefengsel,,A-Month,33.5,1944-06-17,1944-06-20,Where was Thor Bertelsen detained?
Q111256336,PACT Aalsmeer,P1410,number of seats in assembly,,3.0,unitless,A-Month,56,2010-05-18,2010-07-11,How many seats does PACT Aalsmeer have in the assembly?
Q4570592,Birger Hatlebakk,P2632,place of detention,Q140459448,Trondheim kretsfengsel avd. A (Vollan),,A-Month,47,1943-05-15,1943-05-25,Where was Birger Hatlebakk detained?
Q139637908,Sonja Margaret Fauske,P2632,place of detention,Q2217762,Falstad concentration camp,,A-Month,30.0,1944-03-17,1944-03-20,Where was Sonja Margaret Fauske detained?
Q139656024,Arne Olai Ingvald Hansen,P2632,place of detention,Q637411,Grini detention camp,,A-Month,57.5,1945-01-21,1945-03-01,What was the place of detention of Arne Olai Ingvald Hansen?
Q879821,Bjørn Lyng,P2632,place of detention,Q2217762,Falstad concentration camp,,A-Month,58.0,1944-07-25,1944-09-20,Where was Bjørn Lyng detained?
Q139625359,Aasmund Steenstrup,P2632,place of detention,Q637411,Grini detention camp,,A-Month,52.0,1944-05-08,1945-05-08,Where was Aasmund Steenstrup detained?
Q139640681,Leif Evanger,P2632,place of detention,Q140459491,Bergen kretsfengsel,,A-Month,45,1941-09-26,1941-10-04,What is the place of detention of Leif Evanger?
Q9306377,Renáta Štrbíková,P1352,ranking,,164.0,unitless,A-Month,31,2018-03-01,2018-03-01,What is the ranking of Renáta Štrbíková?
Q138375311,Reidar Kollstrand,P2632,place of detention,Q140459310,Tromsdalen,,A-Month,37,1944-10-13,1944-11-11,Where was Reidar Kollstrand detained?
Q927261,Christophe Legoût,P1352,ranking,,128.0,unitless,A-Month,31.0,2014-05-01,2014-06-01,What is the ranking of Christophe Legoût?
Q2338697,Steffen Mengel,P1352,ranking,,70.0,unitless,A-Month,31.0,2016-03-01,2016-03-01,What is the ranking of Steffen Mengel?
Q5277545,Dmitrij Prokopcov,P1352,ranking,,192.0,unitless,A-Month,31.0,2018-04-01,2018-04-01,What is the ranking of Dmitrij Prokopcov?
Q138362071,Fritz Oskar Aas,P2632,place of detention,Q140459146,Trondheim kretsfengsel avd. C (Kongens gate 85),,A-Month,59.5,1942-03-04,1942-03-07,Where was Fritz Oskar Aas detained?
Q138359277,Palmar Huse,P2632,place of detention,Q140458875,Molde kretsfengsel,,A-Month,51.5,1941-04-28,1941-05-08,Where was Palmar Huse detained?
Q139630248,Elisa Warsha Karoli,P2632,place of detention,Q140459255,Tournai,,A-Month,43.5,1943-10-22,1944-01-01,Where was Elisa Warsha Karoli detained?
Q10878849,Jiuzhangli Station,P5817,state of use,Q55654238,in use,,A-Month,31,2021-04-25,,What is the state of use of Jiuzhangli Station?
Q139627569,Jørgen Oskar Sæther,P2632,place of detention,Q140459419,Bardufoss,,A-Month,52.0,1944-03-22,1944-07-01,Where was Jørgen Oskar Sæther detained?
Q110860660,Lijst Linssen,P1410,number of seats in assembly,,6.0,unitless,A-Month,59.5,2010-04-07,2010-04-25,How many seats does Lijst Linssen have in the assembly?
Q15489032,Per Sogstad,P2632,place of detention,Q154498,Sachsenhausen concentration camp,,A-Month,47.5,1942-05-21,,Where was Per Sogstad detained?
Q10681509,Stranda County,P17,country,Q2305208,Russian Socialist Federative Soviet Republic,,A-Month,41.5,1917-11-07,1917-12-06,What country is Stranda County in?
Q139654449,Edvin Oliver Haugen,P2632,place of detention,Q140458793,Kristiansand kretsfengsel,,A-Month,30.0,1943-08-31,1943-09-01,Where was Edvin Oliver Haugen detained?
Q138380867,Oscar Fredrik Lucassen,P2632,place of detention,Q2217762,Falstad concentration camp,,A-Month,49,1944-11-19,1945-01-19,What was the place of detention of Oscar Fredrik Lucassen?
Q14934745,Sverre Kolltveit,P2632,place of detention,Q637411,Grini detention camp,,A-Month,31.5,1942-11-10,1942-11-19,What was the place of detention of Sverre Kolltveit?
Q138361981,Kristian Olav Aarsnes,P2632,place of detention,Q140459448,Trondheim kretsfengsel avd. A (Vollan),,A-Month,35.0,1942-03-07,1942-03-16,Where was Kristian Olav Aarsnes detained?
Q139656034,Sverre Giæver,P2632,place of detention,Q637411,Grini detention camp,,A-Month,57.5,1945-01-21,1945-05-08,Where was Sverre Giæver detained?
Q139657516,Syvert Olsen,P2632,place of detention,Q140459748,Aussendienststelle Kristiansand (Arkivet),,A-Month,34.0,1943-01-05,1943-02-14,Where was Syvert Olsen detained?
Q139649330,Ragnar Trondsen,P2632,place of detention,Q140459448,Trondheim kretsfengsel avd. A (Vollan),,A-Month,49.0,1942-11-07,1943-01-11,Where was Ragnar Trondsen detained?
Q139653543,Philippus de Vrij,P2632,place of detention,Q140459448,Trondheim kretsfengsel avd. A (Vollan),,A-Month,53.0,1943-09-03,1943-09-08,Where was Philippus de Vrij detained?
Q138378538,Asmund Andreas Marcussen,P2632,place of detention,Q2217762,Falstad concentration camp,,A-Month,53.5,1944-06-16,1944-09-20,Where was Asmund Andreas Marcussen detained?
Q95164734,Karel Doucha,P2632,place of detention,Q160139,Mauthausen concentration camp,,A-Month,48.0,1944-09-14,,What is the place of detention of Karel Doucha?
Q139642242,Paul Leren,P2632,place of detention,Q140459463,Sennheim,,A-Month,52,1944-10-23,1944-11-21,Where was Paul Leren detained?
Q7089642,Omar Assar,P1352,ranking,,16.0,unitless,A-Month,31.0,2018-01-01,2018-01-01,What is the ranking of Omar Assar?
Q138370355,John Robert Drabløs,P2632,place of detention,Q140459616,Ålesund kretsfengsel,,A-Month,51.5,1943-02-09,1943-05-18,Where was John Robert Drabløs detained?
Q12033302,Liam Pitchford,P1352,ranking,,69.0,unitless,A-Month,31.0,2017-12-01,2017-12-01,What is the ranking of Liam Pitchford?
Q138360225,Gerd Ellinor Andersen,P2632,place of detention,Q140459728,Trondheim kretsfengsel avd. B (Munkegata 16),,A-Month,49.0,1944-02-03,1944-03-03,Where was Gerd Ellinor Andersen detained?
Q139647462,Jakob Martin J. Korgen,P2632,place of detention,Q2217762,Falstad concentration camp,,A-Month,48,1944-11-19,1945-01-19,Where was Jakob Martin J. Korgen detained?
Q138607077,Jakob Magnus Frøyland,P2632,place of detention,Q140458793,Kristiansand kretsfengsel,,A-Few-Months,105.0,1944-04-03,1944-04-05,Where was Jakob Magnus Frøyland detained?
Q139637100,Odd Sjurseter Rolland,P2632,place of detention,Q151198,Dachau concentration camp,,A-Few-Months,123,1945-04-09,1945-06-01,Where was Odd Sjurseter Rolland detained?
Q139644937,Jens Ivar Pettersen,P2632,place of detention,Q140459146,Trondheim kretsfengsel avd. C (Kongens gate 85),,A-Few-Months,151.5,1945-04-26,1945-05-08,Where was Jens Ivar Pettersen detained?
Q139648612,Roald Opheim,P2632,place of detention,Q2217762,Falstad concentration camp,,A-Few-Months,80.5,1944-11-07,1945-03-14,Where was Roald Opheim detained?
Q170666,Kharkiv Oblast,P6,head of government,Q74821359,Oleh Syniehubov,,A-Few-Months,322.5,2021-12-24,,Who is the head of government of Kharkiv Oblast?
Q56043323,Marko Tešija,P54,member of sports team,Q6954589,NK Rudeš,,A-Few-Months,243,2017-07-01,2017-08-01,Which sports team is Marko Tešija a member of?
Q141190535,"Chairperson of the Education, Science and Youth Affairs Committee of the Parliament of Georgia",P1308,position holder,Q106692709,Mariam Lashkhi,,A-Few-Months,274.0,2025-07-02,,"Who holds the position of Chairperson of the Education, Science and Youth Affairs Committee of the Parliament of Georgia?"
Q138374239,Arne Lorang Johansen,P2632,place of detention,Q15204401,Bredtveit prison,,A-Few-Months,109.5,1941-10-29,1941-11-08,What was the place of detention of Arne Lorang Johansen?
Q12804768,U-591,P361,part of,Q275884,9th U-boat Flotilla,,A-Few-Months,300.0,1943-06-01,1943-07-30,What is U-591 part of?
Q110860762,Combinatie Nuenen c.a.,P1410,number of seats in assembly,,3.0,unitless,A-Few-Months,315.0,2010-03-22,2011-12-10,How many seats does Combinatie Nuenen c.a. have in the assembly?
Q101096232,Ali Jamal al-Din Pasha,P39,position held,Q89271310,Minister of Religious Endowment,,A-Few-Months,287.0,1931-06-10,1931-06-22,What position did Ali Jamal al-Din Pasha hold?
Q59461371,Bettel–Schneider Government II,P527,has part(s),Q104776182,Bettel–Kersch-Bausch ministry,,A-Few-Months,310,2020-02-04,2022-01-05,What are the parts of Bettel–Schneider Government II?
Q139633159,Marta Kristine Frogg,P2632,place of detention,Q637411,Grini detention camp,,A-Few-Months,117.0,1944-08-11,1945-05-08,Where was Marta Kristine Frogg detained?
Q703863,Air Fleet 6,P276,location,Q628460,Ozorków,,A-Few-Months,84.0,1944-12-01,1945-01-01,What is the location of Air Fleet 6?
Q107485902,Befesa,P361,part of,Q448445,SDAX,,A-Few-Months,333,2023-12-18,2024-01-25,What is Befesa part of?
Q18522,Mansfield Town F.C.,P286,head coach,Q10543930,Jamie McGuire,,A-Few-Months,214,2019-12-14,2019-12-16,Who is the head coach of Mansfield Town F.C.?
Q50572737,Heinrich Schuch,P598,commander of (DEPRECATED),Q666573,U-38,,A-Few-Months,273,1941-07-15,1942-01-06,Who did Heinrich Schuch command?
Q8042630,XXXXI Reserve Corps,P4791,commanded by,Q63715,Hermann von François,,A-Few-Months,130.5,1914-12-24,1915-06-29,Who commanded XXXXI Reserve Corps?
Q1454852,Hormel,P2295,net profit,,500050000.0,United States dollar,A-Few-Months,364.0,2011-10-31,2012-10-28,What is the net profit of Hormel?
Q139642381,Jens Mørch,P2632,place of detention,Q140459491,Bergen kretsfengsel,,A-Few-Months,86.5,1941-11-20,1941-11-23,What is the place of detention of Jens Mørch?
Q16641381,Haute Autorité pour la transparence de la vie publique,P488,chairperson,Q33105423,Jean Maïa,,A-Few-Months,305,2025-04-01,2026-01-31,Who is the chairperson of Haute Autorité pour la transparence de la vie publique?
Q680770,FC UTA Arad,P286,head coach,Q646652,Adrian Mihalcea,,A-Few-Months,263,2017-06-30,2017-09-02,Who is the head coach of FC UTA Arad?
Q139657376,Viktor (Grimestad) Slimestad,P2632,place of detention,Q140459696,Ramlösa,,A-Few-Months,122,1945-05-03,,What is the place of detention of Viktor (Grimestad) Slimestad?
Q139637495,Monrad J. Løland,P2632,place of detention,Q140459491,Bergen kretsfengsel,,A-Few-Months,243.0,1941-11-24,1941-11-26,What was the place of detention of Monrad J. Løland?
Q138360531,Arne Asbjørn Antonsen,P2632,place of detention,Q637411,Grini detention camp,,A-Few-Months,169.5,1942-11-25,1943-01-27,Where was Arne Asbjørn Antonsen detained?
Q213007,Ignazio Abate,P6087,coach of sports team,Q2768,Torino FC,,A-Few-Months,360.5,2026-06-12,,Which sports team does Ignazio Abate coach?
Q139643781,Harald Martinius Olsen,P2632,place of detention,Q140459441,Møllergata 19,,A-Few-Months,155,1940-06-03,1940-08-14,Where was Harald Martinius Olsen detained?
Q18732,Southampton F.C.,P286,head coach,Q42097340,Will Still,,A-Few-Months,138,2025-05-25,2025-11-02,Who is the head coach of Southampton F.C.?
Q141214602,Leader of the Parliamentary Majority of Georgia,P1308,position holder,Q64827520,Archil Talakvadze,,A-Few-Months,332.0,2016-11-18,2019-06-24,Who holds the position of Leader of the Parliamentary Majority of Georgia?
Q65347247,Socha z klíčů,P276,location,Q8385,Ostrava,,A-Few-Months,143.0,2010-12-16,2011-02-15,Where is Socha z klíčů located?
Q138376860,Sverre Larsen-Grundland,P2632,place of detention,Q45476681,Hamburg-Fuhlsbüttel concentration camp,,A-Few-Months,64.0,1942-07-29,1943-10-07,Where was Sverre Larsen-Grundland detained?
Q106864596,"Meijer de Haan, le maître caché",P276,location,Q702726,Jewish Museum,,A-Few-Months,135.0,2009-10-11,2010-01-25,"What is the location of Meijer de Haan, le maître caché?"
Q138371300,Cay Hammersmark,P2632,place of detention,Q637411,Grini detention camp,,A-Few-Months,261.5,1944-01-08,1945-03-13,Where was Cay Hammersmark detained?
Q133864321,Trans-Mississippi District,P4791,commanded by,Q1246956,Earl Van Dorn,,A-Few-Months,71.0,1862-01-09,1862-05-11,Who commanded Trans-Mississippi District?
Q139636949,Erling Nilsen,P2632,place of detention,Q140459515,Vechta,,A-Few-Months,325,1944-01-17,1944-05-17,Where was Erling Nilsen detained?
Q139653391,Norbert Ernest Germain Courtin,P2632,place of detention,Q140459448,Trondheim kretsfengsel avd. A (Vollan),,A-Few-Months,108,1943-10-04,1943-11-26,Where was Norbert Ernest Germain Courtin detained?
Q138373855,Jakob Ciljan Jakobsen,P2632,place of detention,Q140459441,Møllergata 19,,A-Few-Months,251,1943-12-09,1943-12-09,Where was Jakob Ciljan Jakobsen detained?
Q139627119,Oskar Viktor Øhlund,P2632,place of detention,Q140458868,Bodø kretsfengsel,,A-Few-Months,68.5,1944-10-03,1945-02-01,Where was Oskar Viktor Øhlund detained?
Q138370755,Odd Birger Bendixen,P2632,place of detention,Q637411,Grini detention camp,,A-Few-Months,64.0,1943-01-23,1943-03-20,Where was Odd Birger Bendixen detained?
Q139637050,Gerhard Steien,P2632,place of detention,Q154498,Sachsenhausen concentration camp,,A-Few-Months,158.5,1943-12-12,1945-03-30,Where was Gerhard Steien detained?
Q98069270,Saya Kawasaki,P54,member of sports team,Q37475291,FC Wacker Innsbruck,,A-Few-Months,336,2019-07-01,2020-06-01,Which sports team is Saya Kawasaki a member of?
Q110860322,LDIJ (Lokale Democraten IJsselstein),P1410,number of seats in assembly,,7.0,unitless,A-Few-Months,157,2018-04-08,2018-06-26,How many seats does LDIJ (Lokale Democraten IJsselstein) hold in the assembly?
Q138378269,Harald Nordgaard,P2632,place of detention,Q140459448,Trondheim kretsfengsel avd. A (Vollan),,A-Few-Months,93,1942-10-16,1943-01-17,Where was Harald Nordgaard detained?
Q4031320,41st Army,P4791,commanded by,Q4280118,Ivan Managarov,,A-Few-Months,152.0,1942-12-01,1943-03-01,Who commanded 41st Army?
Q139656867,Bjørn Skogsfjord,P2632,place of detention,Q140458793,Kristiansand kretsfengsel,,A-Few-Months,164.5,1942-12-23,1943-01-03,Where was Bjørn Skogsfjord detained?
Q138362864,Sven  Kåre Andersen,P2632,place of detention,Q154498,Sachsenhausen concentration camp,,A-Few-Months,84.5,1943-06-10,,Where was Sven  Kåre Andersen detained?
Q139654547,Jostein Thun,P2632,place of detention,Q637411,Grini detention camp,,A-Few-Months,196,1944-09-22,1945-05-08,Where was Jostein Thun detained?
Q16140747,Anat Arbhabhirama,P39,position held,Q13020166,Deputy Minister of Agriculture and Cooperatives of Thailand,,A-Few-Months,364,1980-02-11,1980-02-29,What position did Anat Arbhabhirama hold?
Q98423,Victor Graf von Reventlow-Criminil,P410,"military, police or special rank",Q20157601,Seekadett,,A-Few-Months,329.5,1936-09-10,1937-04-30,"What military, police, or special rank did Victor Graf von Reventlow-Criminil hold?"
Q13423392,U-1165,P361,part of,Q169975,11th U-boat Flotilla,,A-Few-Months,129.0,1944-08-01,1945-05-08,What is U-1165 part of?
Q138376243,Bjarne Johan Laksforsmo,P2632,place of detention,Q140459442,Åkebergveien (Oslo kretsfengsel avd. B),,A-Few-Months,62.0,1941-10-31,1942-02-24,Where was Bjarne Johan Laksforsmo detained?
Q139648471,Johan August Hermansen,P2632,place of detention,Q154498,Sachsenhausen concentration camp,,A-Few-Months,147,1942-11-21,1944-06-16,Where was Johan August Hermansen detained?
Q138371875,Sverre Larsen Haugerud,P2632,place of detention,Q140459441,Møllergata 19,,A-Few-Months,178.0,1942-08-09,1942-08-19,Where was Sverre Larsen Haugerud detained?
Q109723986,Maman S. Rachman,P39,position held,Q125100812,Vice Regent of Ciamis,,A-Few-Months,363.0,1997-04-10,1998-05-13,What position did Maman S. Rachman hold?
Q138372497,Gunnar Hofstad,P2632,place of detention,Q2217762,Falstad concentration camp,,A-Few-Months,241,1942-03-09,1942-08-17,Where was Gunnar Hofstad detained?
Q139629700,Harald Olsen,P2632,place of detention,Q140458901,Vardø hjelpefengsel,,A-Few-Months,134.0,1941-01-25,1941-04-27,Where was Harald Olsen detained?
Q139636833,Sigmund Zachariassen,P2632,place of detention,Q140459508,Rendsburg,,A-Few-Months,177,1943-08-02,1943-11-30,Where was Sigmund Zachariassen detained?
Q110860845,PRO Gulpen-Wittem,P1410,number of seats in assembly,,5.0,unitless,A-Few-Months,207.5,2018-04-08,2019-02-10,How many seats does PRO Gulpen-Wittem hold in the assembly?
Q30291091,L3Harris Technologies,P2295,net profit,,1119000000.0,United States dollar,A-Few-Months,364,2020-01-04,2021-01-01,What is the net profit of L3Harris Technologies?
Q138377394,Arne Eugen Lindmark,P2632,place of detention,Q140459442,Åkebergveien (Oslo kretsfengsel avd. B),,A-Few-Months,94.5,1941-11-28,1941-12-03,What was the place of detention of Arne Eugen Lindmark?
