pid,label,n_stmt,n_groups,n_valid,A-Day,A-Few-Days,A-Week,A-Few-Weeks,A-Month,A-Few-Months,A-Year,A-Few-Years,Many-Years
P4967,prerequisite,12,7,0,0,0,0,0,0,0,0,0,0
P6540,multi-channel network,12,12,0,0,0,0,0,0,0,0,0,0
P7153,significant place,12,9,0,0,0,0,0,0,0,0,0,0
P7573,IFCO rating,12,12,0,0,0,0,0,0,0,0,0,0
P14272,CLCR language code,12,12,0,0,0,0,0,0,0,0,0,0
P344,director of photography,13,6,0,0,0,0,0,0,0,0,0,0
P398,child astronomical body,13,2,0,0,0,0,0,0,0,0,0,0
P487,Unicode character,13,13,0,0,0,0,0,0,0,0,0,0
P529,runway,13,7,0,0,0,0,0,0,0,0,0,0
P541,office contested,13,9,0,0,0,0,0,0,0,0,0,0
P674,characters,13,5,0,0,0,0,0,0,0,0,0,0
P1639,pendant of,13,13,0,0,0,0,0,0,0,0,0,0
P2044,elevation above sea level,13,10,0,0,0,0,0,0,0,0,0,0
P2095,co-driver,13,7,0,0,0,0,0,0,0,0,0,0
P2146,orbital period,13,6,0,0,0,0,0,0,0,0,0,0
P3195,league points system,13,5,0,0,0,0,0,0,0,0,0,0
P3793,IPv6 routing prefix,13,13,0,0,0,0,0,0,0,0,0,0
P4353,nominated by,13,9,0,0,0,0,0,0,0,0,0,0
P230,ICAO airline designator,14,14,0,0,0,0,0,0,0,0,0,0
P562,central bank/issuer,14,10,0,0,0,0,0,0,0,0,0,0
P1202,carries scientific instrument,14,2,0,0,0,0,0,0,0,0,0,0
P1429,has pet,14,11,0,0,0,0,0,0,0,0,0,0
P5202,adapted by,11,4,0,0,0,0,0,0,0,0,0,0
P5897,account charge / subscription fee,14,4,0,0,0,0,0,0,0,0,0,0
P10624,official observer status in organization,14,13,0,0,0,0,0,0,0,0,0,0
P13574,most populous urban area,14,14,0,0,0,0,0,0,0,0,0,0
P740,location of formation,15,12,0,0,0,0,0,0,0,0,0,0
P828,has cause,14,12,0,0,0,0,0,0,0,0,0,0
P2137,total equity,15,14,0,0,0,0,0,0,0,0,0,0
P2197,production rate,15,12,0,0,0,0,0,0,0,0,0,0
P2378,issued by,15,10,0,0,0,0,0,0,0,0,0,0
P3994,racon signal,15,14,0,0,0,0,0,0,0,0,0,0
P6195,funding scheme,15,13,0,0,0,0,0,0,0,0,0,0
P6758,supported sports team,15,5,0,0,0,0,0,0,0,0,0,0
P9086,BAMID film rating,15,13,0,0,0,0,0,0,0,0,0,0
P768,electoral district,16,15,0,0,0,0,0,0,0,0,0,0
P1174,visitors per year,16,11,0,0,0,0,0,0,0,0,0,0
P1399,convicted of,16,16,0,0,0,0,0,0,0,0,0,0
P2262,draft,16,9,0,0,0,0,0,0,0,0,0,0
P3000,marriageable age,16,4,0,0,0,0,0,0,0,0,0,0
P6291,advertises,16,13,0,0,0,0,0,0,0,0,0,0
P6437,day of regular release,16,9,0,0,0,0,0,0,0,0,0,0
P7501,audio system,16,7,0,0,0,0,0,0,0,0,0,0
P8001,endorsed by,16,10,0,0,0,0,0,0,0,0,0,0
P209,highest judicial authority,17,12,0,0,0,0,0,0,0,0,0,0
P613,OS grid reference,17,14,0,0,0,0,0,0,0,0,0,0
P1304,central bank,15,10,0,0,0,0,0,0,0,0,0,0
P1314,number of spans,17,12,0,0,0,0,0,0,0,0,0,0
P1593,legal counsel,17,8,0,0,0,0,0,0,0,0,0,0
P1594,judge,17,2,0,0,0,0,0,0,0,0,0,0
P1876,vessel,17,10,0,0,0,0,0,0,0,0,0,0
P3075,official religion,14,12,0,0,0,0,0,0,0,0,0,0
P3179,territory overlaps,17,11,0,0,0,0,0,0,0,0,0,0
P5012,special rank or class rate,17,17,0,0,0,0,0,0,0,0,0,0
P6885,historical region,17,5,0,0,0,0,0,0,0,0,0,0
P114,airline alliance,17,13,0,0,0,0,0,0,0,0,0,0
P229,IATA airline designator,18,17,0,0,0,0,0,0,0,0,0,0
P676,lyricist,18,15,0,0,0,0,0,0,0,0,0,0
P1028,donated by,18,16,0,0,0,0,0,0,0,0,0,0
P1340,eye color,18,12,0,0,0,0,0,0,0,0,0,0
P1419,shape,18,12,0,0,0,0,0,0,0,0,0,0
P1546,motto,18,13,0,0,0,0,0,0,0,0,0,0
P1889,different from,18,18,0,0,0,0,0,0,0,0,0,0
P2098,substitute/deputy/replacement of office/officeholder,18,15,0,0,0,0,0,0,0,0,0,0
P2937,legislative term,18,17,0,0,0,0,0,0,0,0,0,0
P3113,does not have part,18,11,0,0,0,0,0,0,0,0,0,0
P8045,organized response related to outbreak,18,6,0,0,0,0,0,0,0,0,0,0
P807,separated from,19,19,0,0,0,0,0,0,0,0,0,0
P1750,name day,19,12,0,0,0,0,0,0,0,0,0,0
P2922,month of the year,19,16,0,0,0,0,0,0,0,0,0,0
P5389,permanent resident of,19,19,0,0,0,0,0,0,0,0,0,0
P6978,Scandinavian middle family name,19,19,0,0,0,0,0,0,0,0,0,0
P1398,structure replaces,20,17,0,0,0,0,0,0,0,0,0,0
P1414,GUI toolkit or framework,20,14,0,0,0,0,0,0,0,0,0,0
P9493,artist files at,40,13,0,0,0,0,0,0,0,0,0,0
P1301,number of elevators,21,19,0,0,0,0,0,0,0,0,0,0
P1547,depends on software,21,14,0,0,0,0,0,0,0,0,0,0
P1885,cathedral,21,18,0,0,0,0,0,0,0,0,0,0
P1951,investor,21,13,0,0,0,0,0,0,0,0,0,0
P2437,number of seasons,21,11,0,0,0,0,0,0,0,0,0,0
P3610,fare zone,21,12,0,0,0,0,0,0,0,0,0,0
P5009,complies with,21,16,0,0,0,0,0,0,0,0,0,0
P397,parent astronomical body,22,22,0,0,0,0,0,0,0,0,0,0
P550,chivalric order,22,20,0,0,0,0,0,0,0,0,0,0
P1098,"number of speakers, writers, or signers",22,18,0,0,0,0,0,0,0,0,0,0
P1785,temple name,22,15,0,0,0,0,0,0,0,0,0,0
P8329,principal investigator,22,14,0,0,0,0,0,0,0,0,0,0
P13047,leased to,22,19,0,0,0,0,0,0,0,0,0,0
P193,main building contractor,23,22,0,0,0,0,0,0,0,0,0,0
P457,foundational text,23,9,0,0,0,0,0,0,0,0,0,0
P814,IUCN protected areas category,23,22,0,0,0,0,0,0,0,0,0,0
P833,interchange station,23,22,0,0,0,0,0,0,0,0,0,0
P1302,primary destinations,23,14,0,0,0,0,0,0,0,0,0,0
P2436,voltage,23,17,0,0,0,0,0,0,0,0,0,0
P3032,adjacent structure or building,23,20,0,0,0,0,0,0,0,0,0,0
P13939,Commonwealth Sport country code,23,15,0,0,0,0,0,0,0,0,0,0
P942,theme music,24,9,0,0,0,0,0,0,0,0,0,0
P2855,VAT rate,24,9,0,0,0,0,0,0,0,0,0,0
P2957,throughput,24,10,0,0,0,0,0,0,0,0,0,0
P3828,wears,24,15,0,0,0,0,0,0,0,0,0,0
P8839,hair style / hair length,20,12,0,0,0,0,0,0,0,0,0,0
P10788,in operation on service,24,8,0,0,0,0,0,0,0,0,0,0
P852,ESRB rating,25,16,0,0,0,0,0,0,0,0,0,0
P3039,wheelbase,25,12,0,0,0,0,0,0,0,0,0,0
P1181,numeric value,26,14,0,0,0,0,0,0,0,0,0,0
P1879,income classification (Philippines),26,26,0,0,0,0,0,0,0,0,0,0
P1891,signatory,26,5,0,0,0,0,0,0,0,0,0,0
P4969,derivative work,26,15,0,0,0,0,0,0,0,0,0,0
P9759,bridge number,26,25,0,0,0,0,0,0,0,0,0,0
P575,time of discovery or invention,27,27,0,0,0,0,0,0,0,0,0,0
P4446,reward program,27,19,0,0,0,0,0,0,0,0,0,0
P411,canonization status,28,24,0,0,0,0,0,0,0,0,0,0
P2142,box office,28,15,0,0,0,0,0,0,0,0,0,0
P2377,MediaWiki hooks used,28,9,0,0,0,0,0,0,0,0,0,0
P1100,number of cylinders,29,15,0,0,0,0,0,0,0,0,0,0
P167,structure replaced by,31,26,0,0,0,0,0,0,0,0,0,0
P1329,phone number,31,27,0,0,0,0,0,0,0,0,0,0
P206,located in or next to body of water,30,27,0,0,0,0,0,0,0,0,0,0
P747,"has version, edition or translation",28,25,0,0,0,0,0,0,0,0,0,0
P403,mouth of the watercourse,33,31,0,0,0,0,0,0,0,0,0,0
P1884,hair color,33,23,0,0,0,0,0,0,0,0,0,0
P1336,territory claimed by,34,21,0,0,0,0,0,0,0,0,0,0
P3719,regulated by,34,29,0,0,0,0,0,0,0,0,0,0
P5832,political coalition,34,24,0,0,0,0,0,0,0,0,0,0
P790,approved by,35,16,0,0,0,0,0,0,0,0,0,0
P2402,total expenditure,35,32,0,0,0,0,0,0,0,0,0,0
P3424,Polish cultural heritage register number,35,31,0,0,0,0,0,0,0,0,0,0
P467,legislated by,36,3,0,0,0,0,0,0,0,0,0,0
P1840,investigated by,36,32,0,0,0,0,0,0,0,0,0,0
P88,commissioned by,38,33,0,0,0,0,0,0,0,0,0,0
P6379,has works in the collection,38,31,0,0,0,0,0,0,0,0,0,0
P2650,interested in,41,29,0,0,0,0,0,0,0,0,0,0
P4379,youth wing,42,25,0,0,0,0,0,0,0,0,0,0
P972,catalog,40,40,0,0,0,0,0,0,0,0,0,0
P3216,ClassInd rating,43,42,0,0,0,0,0,0,0,0,0,0
P239,ICAO airport code,45,45,0,0,0,0,0,0,0,0,0,0
P737,influenced by,46,19,0,0,0,0,0,0,0,0,0,0
P2899,minimum age,46,28,0,0,0,0,0,0,0,0,0,0
P2992,software quality assurance,46,40,0,0,0,0,0,0,0,0,0,0
P576,"dissolved, abolished or demolished",46,46,0,0,0,0,0,0,0,0,0,0
P1269,facet of,48,40,0,0,0,0,0,0,0,0,0,0
P991,successful candidate,48,41,0,0,0,0,0,0,0,0,0,0
P1035,honorific suffix,49,48,0,0,0,0,0,0,0,0,0,0
P1445,fictional universe described in,49,23,0,0,0,0,0,0,0,0,0,0
P1786,posthumous name,49,29,0,0,0,0,0,0,0,0,0,0
P2079,fabrication method,49,42,0,0,0,0,0,0,0,0,0,0
P3335,associated hazard,49,49,0,0,0,0,0,0,0,0,0,0
P1373,daily patronage,50,38,0,0,0,0,0,0,0,0,0,0
P1542,has effect,54,27,0,0,0,0,0,0,0,0,0,0
P6249,narrative age,50,23,0,0,0,0,0,0,0,0,0,0
P12878,last appearance,51,51,0,0,0,0,0,0,0,0,0,0
P1303,instrument,52,36,0,0,0,0,0,0,0,0,0,0
P2416,sports discipline competed in,52,37,0,0,0,0,0,0,0,0,0,0
P3818,KMRB film rating,52,39,0,0,0,0,0,0,0,0,0,0
P1113,number of episodes,53,47,0,0,0,0,0,0,0,0,0,0
P1990,species kept,53,12,0,0,0,0,0,0,0,0,0,0
P6477,does not have characteristic,53,10,0,0,0,0,0,0,0,0,0,0
P822,mascot,54,41,0,0,0,0,0,0,0,0,0,0
P520,armament,55,28,0,0,0,0,0,0,0,0,0,0
P2049,width,56,32,0,0,0,0,0,0,0,0,0,0
P2094,competition class,56,31,0,0,0,0,0,0,0,0,0,0
P2846,disabled accessibility,56,51,0,0,0,0,0,0,0,0,0,0
P832,public holiday,57,13,0,0,0,0,0,0,0,0,0,0
P238,IATA airport code,57,55,0,0,0,0,0,0,0,0,0,0
P170,creator,61,45,0,0,0,0,0,0,0,0,0,0
P2715,elected in,62,62,0,0,0,0,0,0,0,0,0,0
P2923,focal height,62,57,0,0,0,0,0,0,0,0,0,0
P1092,total produced,63,59,0,0,0,0,0,0,0,0,0,0
P277,programmed in,66,41,0,0,0,0,0,0,0,0,0,0
P2408,set in period,69,65,0,0,0,0,0,0,0,0,0,0
P58,screenwriter,73,22,0,0,0,0,0,0,0,0,0,0
P2817,appears in the heritage monument list,73,71,0,0,0,0,0,0,0,0,0,0
P1630,formatter URL,74,51,0,0,0,0,0,0,0,0,0,0
P184,doctoral advisor,75,69,0,0,0,0,0,0,0,0,0,0
P1382,partially coincident with,77,44,0,0,0,0,0,0,0,0,0,0
P1427,start point,77,74,0,0,0,0,0,0,0,0,0,0
P5588,invasive to,77,67,0,0,0,0,0,0,0,0,0,0
P2738,disjoint union of,78,76,0,0,0,0,0,0,0,0,0,0
P3403,coextensive with,78,76,0,0,0,0,0,0,0,0,0,0
P5277,grade of kanji,78,75,0,0,0,0,0,0,0,0,0,0
P1576,lifestyle,79,70,0,0,0,0,0,0,0,0,0,0
P4584,first appearance,81,81,0,0,0,0,0,0,0,0,0,0
P40,child,83,57,0,0,0,0,0,0,0,0,0,0
P177,crosses,85,69,0,0,0,0,0,0,0,0,0,0
P1789,chief operating officer,87,74,0,0,0,0,0,0,0,0,0,0
P400,platform,92,41,0,0,0,0,0,0,0,0,0,0
P1855,Wikidata property example,93,58,0,0,0,0,0,0,0,0,0,0
P1981,FSK film rating,93,81,0,0,0,0,0,0,0,0,0,0
P180,depicts,95,58,0,0,0,0,0,0,0,0,0,0
P1923,participating team,95,10,0,0,0,0,0,0,0,0,0,0
P306,operating system,96,59,0,0,0,0,0,0,0,0,0,0
P437,distribution format,105,70,0,0,0,0,0,0,0,0,0,0
P10135,recording date,104,104,0,0,0,0,0,0,0,0,0,0
P185,doctoral student,107,62,0,0,0,0,0,0,0,0,0,0
P10606,notable role,107,81,0,0,0,0,0,0,0,0,0,0
P4424,mandates,109,109,0,0,0,0,0,0,0,0,0,0
P135,movement,112,101,0,0,0,0,0,0,0,0,0,0
P726,candidate,113,18,0,0,0,0,0,0,0,0,0,0
P179,part of the series,114,113,0,0,0,0,0,0,0,0,0,0
P6364,official color,119,60,0,0,0,0,0,0,0,0,0,0
P3842,located in the present-day administrative territorial entity,121,109,0,0,0,0,0,0,0,0,0,0
P2754,production date,123,116,0,0,0,0,0,0,0,0,0,0
P3721,public key fingerprint,127,61,0,0,0,0,0,0,0,0,0,0
P360,is a list of,131,130,0,0,0,0,0,0,0,0,0,0
P408,software engine,131,74,0,0,0,0,0,0,0,0,0,0
P3018,located in protected area,135,116,0,0,0,0,0,0,0,0,0,0
P2238,official symbol,141,50,0,0,0,0,0,0,0,0,0,0
P1321,municipal affiliation of a Swiss national,147,131,0,0,0,0,0,0,0,0,0,0
P5460,grants,148,96,0,0,0,0,0,0,0,0,0,0
P13773,LSF rating,154,154,0,0,0,0,0,0,0,0,0,0
P1142,political ideology,154,96,0,0,0,0,0,0,0,0,0,0
P483,recorded at studio or venue,161,156,0,0,0,0,0,0,0,0,0,0
P5816,state of conservation,167,159,0,0,0,0,0,0,0,0,0,0
P1971,number of children,176,146,0,0,0,0,0,0,0,0,0,0
P7936,business model,188,186,0,0,0,0,0,0,0,0,0,0
P452,industry,189,131,0,0,0,0,0,0,0,0,0,0
P1347,military casualty classification,193,189,0,0,0,0,0,0,0,0,0,0
P7256,computer performance,198,96,0,0,0,0,0,0,0,0,0,0
P1350,number of matches played/races/starts,200,200,0,0,0,0,0,0,0,0,0,0
P1433,published in,209,156,0,0,0,0,0,0,0,0,0,0
P9866,GRAC rating,207,195,0,0,0,0,0,0,0,0,0,0
P473,local dialing code,209,109,0,0,0,0,0,0,0,0,0,0
P553,website account on,213,147,0,0,0,0,0,0,0,0,0,0
P6658,RCQ classification,229,228,0,0,0,0,0,0,0,0,0,0
P9683,Qualis rank,250,225,0,0,0,0,0,0,0,0,0,0
P485,archives at,262,252,0,0,0,0,0,0,0,0,0,0
P841,feast day,273,241,0,0,0,0,0,0,0,0,0,0
P7261,use restriction status,300,300,0,0,0,0,0,0,0,0,0,0
P7327,OFLC classification,307,260,0,0,0,0,0,0,0,0,0,0
P1389,product certification,316,265,0,0,0,0,0,0,0,0,0,0
P3761,IPv4 routing prefix,320,179,0,0,0,0,0,0,0,0,0,0
P112,founder,324,244,0,0,0,0,0,0,0,0,0,0
P5595,number of platform faces,338,308,0,0,0,0,0,0,0,0,0,0
P2789,connects with,341,226,0,0,0,0,0,0,0,0,0,0
P3461,designated as terrorist by,343,194,0,0,0,0,0,0,0,0,0,0
P4330,contains,361,36,0,0,0,0,0,0,0,0,0,0
P1093,gross tonnage,366,354,0,0,0,0,0,0,0,0,0,0
P53,family,378,329,0,0,0,0,0,0,0,0,0,0
P1383,contains settlement,381,173,0,0,0,0,0,0,0,0,0,0
P7532,room number,392,378,0,0,0,0,0,0,0,0,0,0
P2652,partnership with,443,260,0,0,0,0,0,0,0,0,0,0
P13210,organisation tax status,479,477,0,0,0,0,0,0,0,0,0,0
P1317,floruit,547,509,0,0,0,0,0,0,0,0,0,0
P2176,drug or therapy used for treatment,599,287,0,0,0,0,0,0,0,0,0,0
P395,vehicle registration plate code,612,480,0,0,0,0,0,0,0,0,0,0
P1192,connecting service,657,455,0,0,0,0,0,0,0,0,0,0
P2175,medical condition treated,671,435,0,0,0,0,0,0,0,0,0,0
P2670,has part(s) of the class,685,330,0,0,0,0,0,0,0,0,0,0
P6216,copyright status,741,701,0,0,0,0,0,0,0,0,0,0
P8875,indexed in bibliographic review,747,729,0,0,0,0,0,0,0,0,0,0
P1365,replaces,787,565,0,0,0,0,0,0,0,0,0,0
P2629,BBFC rating,887,720,0,0,0,0,0,0,0,0,0,0
P7763,copyright status as a creator,1113,1109,0,0,0,0,0,0,0,0,0,0
P530,diplomatic relation,1146,199,0,0,0,0,0,0,0,0,0,0
P1000,record held,1161,643,0,0,0,0,0,0,0,0,0,0
P6954,online access status,1245,1242,0,0,0,0,0,0,0,0,0,0
P4044,therapeutic area,1313,840,0,0,0,0,0,0,0,0,0,0
P7228,access restriction status,1542,1539,0,0,0,0,0,0,0,0,0,0
P914,USK rating,1626,1067,0,0,0,0,0,0,0,0,0,0
P4131,annual energy output,1758,1757,0,0,0,0,0,0,0,0,0,0
P6509,total goals in career,3338,3332,0,0,0,0,0,0,0,0,0,0
P3259,intangible cultural heritage status,3555,3103,0,0,0,0,0,0,0,0,0,0
P5991,carbon footprint,4102,276,0,0,0,0,0,0,0,0,0,0
P5514,accredited by,4966,4280,0,0,0,0,0,0,0,0,0,0
P150,contains the administrative territorial entity,10772,1080,0,0,0,0,0,0,0,0,0,0
P190,twinned administrative body,17512,5683,0,0,0,0,0,0,0,0,0,0
P1435,heritage designation,50000,43776,0,0,0,0,0,0,0,0,0,0
P2962,title of chess person,33392,23076,0,0,0,0,0,0,0,0,0,0
P19,place of birth,4,4,0,0,0,0,0,0,0,0,0,0
P20,place of death,6,6,0,0,0,0,0,0,0,0,0,0
P21,sex or gender,0,0,0,0,0,0,0,0,0,0,0,0
P22,father,32,30,0,0,0,0,0,0,0,0,0,0
P59,constellation,0,0,0,0,0,0,0,0,0,0,0,0
P105,taxon rank,5,4,0,0,0,0,0,0,0,0,0,0
P136,genre,71,46,0,0,0,0,0,0,0,0,0,0
P171,parent taxon,0,0,0,0,0,0,0,0,0,0,0,0
P225,taxon name,1,1,0,0,0,0,0,0,0,0,0,0
